DeliveryKey,DateKey,ShipmentKey,StatusKey,DistanceKm,OnTimeFlag
104267,20230103,7768,1,251.93,0
104268,20230113,6184,1,394.3,1
104269,20250129,19352,1,271.49,1
104270,20251224,6611,1,200.3,1
104271,20250218,14366,1,436.61,0
104272,20231203,14729,1,332.75,1
104273,20231226,12684,1,352.74,1
104274,20230215,5968,1,104.35,1
104275,20250717,34026,1,47.6,1
104276,20230103,26400,1,254.72,1
104277,20240118,16282,1,72.79,1
104278,20241121,16021,1,258.79,1
104279,20230721,22873,1,14.67,1
104280,20241113,12527,3,122.79,1
104281,20250104,9066,1,163.53,1
104282,20230814,22107,1,125.75,1
104283,20240404,1800,1,312.68,1
104284,20231019,20292,1,31.64,1
104285,20230112,5997,1,374.74,1
104286,20230623,7070,1,142.66,0
104287,20240221,25826,1,10.5,1
104288,20251104,21771,1,291.19,1
104289,20251130,19623,1,236.47,1
104290,20230615,2342,1,367.5,1
104291,20240329,4940,1,350.28,0
104292,20240722,14425,1,266.7,1
104293,20240115,26425,1,406.13,1
104294,20241120,15454,1,32.69,1
104295,20250519,10120,1,130.73,1
104296,20250630,29976,1,266.24,1
104297,20241203,30610,1,417.42,1
104298,20240830,34230,2,355.91,1
104299,20240102,1322,1,260.52,1
104300,20250310,11805,1,358.3,1
104301,20250728,30748,1,283.91,1
104302,20230617,19863,1,242.84,1
104303,20251026,28137,1,128.84,1
104304,20250329,3678,1,404.51,1
104305,20240311,3694,1,449.92,1
104306,20251213,1666,1,394.12,1
104307,20250228,23236,1,415.26,1
104308,20250226,23939,1,316.18,1
104309,20240916,34498,1,437.04,1
104310,20250822,7120,1,290.06,1
104311,20231104,20427,1,415.7,1
104312,20240624,16482,1,219.77,1
104313,20240914,17781,1,311.51,1
104314,20230306,7412,1,131.98,1
104315,20251112,13945,1,222.81,1
104316,20230818,12823,1,449.61,1
104317,20230917,26222,1,432.68,1
104318,20251102,32112,1,239.17,1
104319,20230728,4831,1,345.89,1
104320,20250312,21826,1,428.43,1
104321,20250803,9859,1,126.69,1
104322,20240120,26748,1,145.68,1
104323,20250112,5776,1,209.9,1
104324,20240503,2690,1,131.49,1
104325,20240123,17208,1,91.96,1
104326,20241228,29057,1,85.01,1
104327,20230828,32189,1,80.05,1
104328,20240213,14392,3,69.28,1
104329,20231011,20610,1,375.94,1
104330,20250909,4682,1,401.14,1
104331,20241223,24056,1,231.43,1
104332,20230215,24785,1,125.23,0
104333,20230806,16821,1,31.56,1
104334,20230908,22570,1,33.27,1
104335,20241226,14489,1,180.34,1
104336,20241219,14171,1,433.26,1
104337,20250514,5645,1,101.33,1
104338,20240412,21991,1,443.16,1
104339,20230806,5457,1,15.34,1
104340,20250502,5643,2,417.43,1
104341,20251219,11336,1,257.72,1
104342,20250609,30799,1,305.99,1
104343,20240506,27953,1,113.32,1
104344,20251006,2050,1,115.08,1
104345,20250725,6549,3,388.69,1
104346,20250209,7085,1,413.95,1
104347,20251208,24550,1,71.94,1
104348,20250113,28055,1,118.79,1
104349,20240820,21832,1,78.25,1
104350,20230407,21953,1,89.71,1
104351,20231007,11265,1,23.35,1
104352,20230507,19831,2,43.76,1
104353,20251216,30360,1,360.73,1
104354,20240602,7351,2,363.34,1
104355,20230105,6599,1,147.39,1
104356,20231026,32936,1,233.05,1
104357,20251020,22374,1,40.33,1
104358,20230223,34426,1,387.46,1
104359,20250813,26882,1,200.07,1
104360,20250827,29538,1,164.79,1
104361,20240711,7322,1,102.08,1
104362,20250112,16100,1,426.1,1
104363,20251105,9962,1,382.68,1
104364,20251002,1595,2,356.62,1
104365,20241025,26273,1,233.2,1
104366,20240510,17130,1,44.24,1
104367,20250118,6681,1,58.96,1
104368,20241012,2777,1,277.45,1
104369,20251109,16255,1,355.74,1
104370,20240415,1204,1,258.1,1
104371,20240126,28933,1,285.19,1
104372,20251214,13151,1,344.18,1
104373,20251102,25527,1,130.04,1
104374,20250610,20706,1,85.74,1
104375,20240408,13646,1,383.66,1
104376,20241125,15571,1,285.68,1
104377,20230312,27388,1,345.16,1
104378,20251005,33994,1,242.54,1
104379,20240127,5955,1,234.59,1
104380,20251129,79,1,347.73,1
104381,20251001,13969,1,409.81,1
104382,20241015,22445,1,422.13,1
104383,20230615,5872,4,87.96,1
104384,20240930,5488,1,386.75,0
104385,20241113,473,1,230.57,1
104386,20240301,17650,1,84.85,1
104387,20250904,22224,1,258.08,1
104388,20250317,16702,3,438.37,1
104389,20250414,34549,2,247.92,1
104390,20240118,6035,1,17.15,0
104391,20230522,1591,1,284.52,1
104392,20251128,6195,1,271.8,1
104393,20240418,9517,1,162.62,1
104394,20250324,23487,1,126.88,1
104395,20240916,2189,1,228.61,1
104396,20250707,7297,1,392.66,1
104397,20250127,12012,1,181.46,1
104398,20251105,22896,1,447.72,1
104399,20250829,6879,1,423.9,1
104400,20230114,13063,1,163.03,1
104401,20251116,5550,1,356.94,1
104402,20240301,23463,1,328.9,1
104403,20240305,12831,4,414.3,1
104404,20240907,20119,2,269.53,1
104405,20230609,33478,1,45.4,1
104406,20230922,18463,1,23.57,1
104407,20251118,31924,1,360.51,1
104408,20230211,8831,1,174.32,1
104409,20250412,21222,1,237.71,1
104410,20240910,7266,1,351.66,1
104411,20250624,19472,2,322.12,1
104412,20230601,12427,1,134.25,1
104413,20250523,28827,1,357.22,1
104414,20251120,1655,1,382.83,1
104415,20230805,34615,1,351.84,1
104416,20230113,25327,1,441.41,1
104417,20231107,26696,1,44.78,1
104418,20241217,34066,1,16.86,1
104419,20230716,27441,1,34.83,1
104420,20240817,16748,3,53.74,1
104421,20250308,2856,1,321.63,1
104422,20250520,31307,1,334.56,1
104423,20241119,13336,1,366.52,1
104424,20240501,34408,1,324.3,1
104425,20230424,4668,1,193.88,1
104426,20231214,23653,1,380.27,1
104427,20230724,22538,1,176.91,1
104428,20251222,11970,1,40.87,1
104429,20240605,17032,4,244.8,1
104430,20230123,19992,1,400.55,1
104431,20250911,14636,1,221.13,1
104432,20240115,5775,1,368.55,1
104433,20230211,8196,1,290.64,0
104434,20250107,21245,1,84.45,1
104435,20240330,17327,1,285.49,1
104436,20240428,33669,4,264.9,1
104437,20250123,4073,1,153.81,1
104438,20231116,19443,4,24.77,1
104439,20240523,17767,1,116.36,1
104440,20251107,14463,2,126.72,1
104441,20241024,15725,1,349.04,1
104442,20250222,7942,1,129.51,1
104443,20230721,18334,1,403.25,1
104444,20230318,26873,1,237.35,1
104445,20240925,18519,3,391.28,1
104446,20250628,3342,2,438.21,1
104447,20250123,31335,1,376.08,1
104448,20251203,3335,1,441.63,1
104449,20251121,14974,1,206.68,1
104450,20230501,8064,1,355.42,1
104451,20230922,7643,1,329.0,0
104452,20241112,24280,1,268.42,1
104453,20250612,33759,1,445.7,0
104454,20230519,24771,1,311.51,0
104455,20230226,5723,1,149.48,0
104456,20250112,32393,1,310.36,1
104457,20251118,4861,3,298.62,1
104458,20231021,31475,1,122.59,1
104459,20250406,20255,1,338.77,1
104460,20230625,24477,1,148.32,1
104461,20250208,7006,4,215.42,1
104462,20250716,20967,1,61.14,1
104463,20250814,24598,1,71.91,1
104464,20251019,21542,1,332.62,1
104465,20250816,1848,1,253.28,0
104466,20231116,3227,2,47.05,0
104467,20230619,32653,1,325.63,1
104468,20240602,10135,1,75.04,0
104469,20250504,32221,1,444.2,1
104470,20240111,30028,1,393.51,0
104471,20240110,34985,1,407.4,1
104472,20240730,13676,1,369.22,1
104473,20240327,4075,1,440.7,1
104474,20250125,33359,1,170.15,1
104475,20241218,18724,1,226.82,1
104476,20230513,25336,1,231.42,1
104477,20230302,13949,1,370.96,1
104478,20251009,1908,1,380.12,1
104479,20230703,3252,1,271.73,1
104480,20230809,419,1,405.77,1
104481,20240324,16755,1,268.71,1
104482,20250926,29670,1,290.68,1
104483,20230125,30679,1,383.25,1
104484,20241206,11856,1,117.94,1
104485,20240316,4549,1,353.78,1
104486,20250907,15868,1,429.9,1
104487,20250623,24335,1,315.09,1
104488,20240502,5856,1,125.72,1
104489,20230531,34340,1,365.41,1
104490,20240813,3845,1,389.25,0
104491,20250310,23650,1,173.18,1
104492,20241010,2310,1,333.9,1
104493,20231022,7380,1,70.75,1
104494,20251102,31802,1,416.22,1
104495,20241008,18400,1,424.74,1
104496,20230730,12375,1,419.84,1
104497,20241106,8073,1,445.05,1
104498,20250317,11664,1,57.65,1
104499,20230607,25084,1,347.85,1
104500,20230330,10138,1,81.8,1
104501,20240320,23898,1,321.4,1
104502,20250324,4438,1,25.24,1
104503,20230704,18124,1,274.92,1
104504,20241130,13765,1,276.24,1
104505,20230110,14768,3,344.8,1
104506,20250812,18987,1,307.59,1
104507,20230116,29215,1,166.71,1
104508,20250109,13249,1,138.46,1
104509,20250820,12370,1,24.67,1
104510,20231128,27466,1,246.32,1
104511,20240822,8489,1,27.43,1
104512,20250907,24331,1,300.34,1
104513,20230120,30065,1,379.52,1
104514,20241223,4840,1,397.56,1
104515,20250829,9668,3,307.03,1
104516,20240414,21848,1,395.69,1
104517,20230923,10634,1,132.83,0
104518,20240325,34651,1,255.32,1
104519,20250520,31046,1,247.76,1
104520,20230622,20203,1,99.41,1
104521,20251030,6034,1,298.74,1
104522,20241103,15729,1,51.7,1
104523,20240524,29322,1,17.01,1
104524,20230109,3855,1,439.59,1
104525,20230922,19999,1,317.99,1
104526,20230318,17440,1,72.03,1
104527,20231102,788,1,89.54,1
104528,20250529,1931,1,79.73,1
104529,20250511,3598,1,444.38,1
104530,20230301,2335,1,247.94,1
104531,20230720,7241,1,435.99,1
104532,20240119,6290,2,40.73,1
104533,20240410,570,1,261.23,1
104534,20230325,14776,1,142.47,1
104535,20230603,7660,1,191.91,1
104536,20250322,30433,1,29.16,1
104537,20241006,15180,3,397.78,1
104538,20251010,26244,1,183.53,1
104539,20230726,5192,1,172.0,1
104540,20250114,4782,1,169.12,1
104541,20250827,6058,1,56.77,1
104542,20241229,29690,1,124.44,1
104543,20240219,7408,1,307.48,0
104544,20250722,2636,1,79.18,1
104545,20230823,19818,1,96.49,1
104546,20240502,34722,1,102.82,1
104547,20250726,4975,1,245.35,0
104548,20251115,24271,2,267.83,1
104549,20230609,11877,4,205.37,1
104550,20240324,31161,1,417.8,1
104551,20250126,34362,1,153.93,0
104552,20250614,17217,1,155.62,1
104553,20230929,18399,1,215.04,1
104554,20250504,2597,1,337.72,1
104555,20241025,25907,1,308.53,1
104556,20231215,15316,1,395.66,1
104557,20230730,362,1,317.99,1
104558,20251220,25703,1,145.73,1
104559,20251202,7157,1,284.49,1
104560,20240331,27100,1,268.21,0
104561,20240507,30700,1,29.13,1
104562,20240615,22024,1,311.44,1
104563,20241128,15986,1,155.91,0
104564,20230801,19780,1,137.62,1
104565,20240616,26180,1,192.87,1
104566,20240413,7749,1,110.98,1
104567,20230913,22401,1,133.29,1
104568,20230412,20098,1,24.34,1
104569,20240625,16781,1,333.8,1
104570,20241226,22207,1,375.58,0
104571,20230908,26272,1,190.21,1
104572,20230827,1461,1,47.09,1
104573,20230611,27019,1,128.13,1
104574,20251026,6579,1,409.3,1
104575,20251101,34636,1,318.33,1
104576,20230723,29060,1,417.55,0
104577,20251217,16664,1,424.85,1
104578,20250917,5025,1,206.34,1
104579,20230126,14155,1,245.18,1
104580,20250125,7069,1,265.08,1
104581,20230128,10576,1,109.3,1
104582,20230128,7307,1,417.26,1
104583,20230809,24965,1,377.21,1
104584,20230822,10980,1,139.25,1
104585,20231112,1428,1,354.91,1
104586,20231107,9413,1,313.72,1
104587,20230106,18713,1,292.62,1
104588,20230627,10327,1,59.61,1
104589,20250214,21797,1,142.43,1
104590,20231104,28099,1,266.27,1
104591,20231016,28011,1,72.12,1
104592,20230602,19771,3,326.07,1
104593,20240126,33460,1,80.73,1
104594,20240925,32404,1,106.92,1
104595,20240502,25868,1,95.69,1
104596,20230519,13262,1,139.89,1
104597,20230703,10595,1,259.17,1
104598,20240719,27486,1,50.44,1
104599,20230106,34676,1,241.43,0
104600,20230313,8302,1,163.55,0
104601,20240407,5754,1,414.74,1
104602,20231207,12275,1,426.17,1
104603,20250907,986,1,285.34,1
104604,20250517,14529,1,285.82,1
104605,20240402,24226,1,85.26,1
104606,20250621,23044,1,161.3,1
104607,20240528,17169,1,34.39,1
104608,20250616,29459,2,206.95,1
104609,20240116,12360,2,345.38,1
104610,20251201,6592,1,375.18,0
104611,20240108,6495,1,10.04,1
104612,20240222,22511,1,318.6,1
104613,20230517,21717,1,33.82,1
104614,20241010,20939,1,88.01,1
104615,20240903,11596,3,243.39,1
104616,20241204,9566,1,350.91,1
104617,20230504,16540,1,390.6,1
104618,20240913,25231,1,142.86,1
104619,20240805,25235,1,228.45,1
104620,20241005,21566,1,348.69,1
104621,20250521,18672,1,142.42,1
104622,20230418,33581,1,368.32,0
104623,20250119,26543,1,265.09,1
104624,20250515,3822,1,25.67,1
104625,20250810,5745,1,73.06,1
104626,20231005,16214,1,78.64,1
104627,20230708,7155,1,25.3,1
104628,20240827,6295,1,61.35,1
104629,20230330,26439,1,46.94,0
104630,20251203,4967,1,376.58,1
104631,20240811,3751,1,240.62,1
104632,20250811,21986,2,64.9,1
104633,20240605,32218,1,141.93,1
104634,20251227,19349,1,230.34,0
104635,20230903,8899,1,123.31,1
104636,20240808,25432,1,33.71,1
104637,20250330,17765,4,449.02,1
104638,20251121,25551,1,294.84,1
104639,20250221,8358,1,270.13,1
104640,20230423,10551,1,118.34,1
104641,20250725,20826,1,351.47,1
104642,20230114,30075,1,443.34,1
104643,20240524,32056,1,442.9,1
104644,20230418,17790,1,123.96,1
104645,20230301,4945,1,116.37,1
104646,20231110,31696,1,343.74,1
104647,20230611,15384,1,102.29,1
104648,20241216,18566,3,252.48,1
104649,20250205,26746,1,340.3,1
104650,20230824,10584,1,400.56,1
104651,20241226,10800,1,56.65,1
104652,20240507,20813,1,29.68,1
104653,20251209,29020,1,226.2,0
104654,20230517,33202,3,410.11,1
104655,20240306,12381,1,209.85,1
104656,20231209,15944,1,373.18,0
104657,20240104,11801,1,313.67,1
104658,20231216,16386,1,86.93,1
104659,20241108,8135,1,291.47,1
104660,20230305,31027,1,58.16,1
104661,20240626,9321,4,139.36,1
104662,20240310,31993,1,197.78,0
104663,20250801,22537,1,164.89,1
104664,20240409,15648,1,245.94,1
104665,20230518,28664,1,65.48,0
104666,20240405,6272,3,369.57,1
104667,20230507,8622,1,135.52,1
104668,20240307,2086,1,346.25,1
104669,20250504,9932,1,357.92,1
104670,20250101,20234,1,63.46,0
104671,20240109,33395,1,270.17,0
104672,20240219,639,1,231.54,1
104673,20230111,14019,1,262.48,1
104674,20230228,14918,1,204.8,1
104675,20251105,25834,1,351.07,1
104676,20240515,24952,1,90.27,1
104677,20241001,6937,1,189.49,1
104678,20240408,15080,1,285.55,1
104679,20230127,27015,1,135.26,1
104680,20250929,18647,1,312.58,1
104681,20251222,24274,1,30.52,1
104682,20240920,34920,1,312.93,1
104683,20230621,5859,1,63.93,1
104684,20230910,34657,3,418.51,1
104685,20250308,3336,1,187.67,1
104686,20250210,25691,1,180.7,1
104687,20231114,33248,1,133.36,1
104688,20230312,3860,1,83.98,1
104689,20240312,24509,1,30.68,1
104690,20230511,9102,2,14.67,1
104691,20231105,33687,1,177.79,1
104692,20250707,19580,1,273.53,1
104693,20230625,13829,1,165.05,1
104694,20241121,7958,1,285.88,1
104695,20251011,16971,1,152.93,1
104696,20250811,23200,1,140.48,1
104697,20250425,1602,3,337.55,1
104698,20250515,12485,3,341.69,1
104699,20230731,20691,1,187.09,1
104700,20250623,8495,1,241.69,1
104701,20230310,17348,1,322.08,1
104702,20240515,8643,1,318.81,1
104703,20250618,4605,1,189.02,1
104704,20230718,24499,2,203.84,1
104705,20240919,20948,3,278.83,1
104706,20250214,4094,1,213.94,1
104707,20230514,27212,1,58.55,1
104708,20250901,12534,1,81.01,1
104709,20250107,25092,1,449.46,1
104710,20230103,6564,1,434.33,1
104711,20251120,17495,1,110.23,1
104712,20240226,9334,1,313.24,1
104713,20251209,2390,1,137.4,1
104714,20240117,19690,1,139.02,1
104715,20250417,20364,1,319.94,1
104716,20230414,4560,1,41.25,1
104717,20250329,24817,1,243.1,0
104718,20230623,2181,1,18.39,1
104719,20251206,34917,1,233.78,1
104720,20230916,8629,2,150.0,1
104721,20230716,17147,1,393.9,1
104722,20240603,3880,1,327.52,1
104723,20250625,17225,1,184.4,1
104724,20230508,3191,1,106.81,1
104725,20230215,9480,2,185.57,1
104726,20240703,366,1,18.76,1
104727,20230324,28718,1,393.94,1
104728,20250720,9384,1,298.79,1
104729,20230418,13951,1,59.73,1
104730,20230510,22914,1,126.61,1
104731,20250307,33149,1,440.42,1
104732,20250110,25163,1,346.82,1
104733,20250617,619,1,311.53,1
104734,20250728,8175,1,18.78,1
104735,20250226,27483,1,249.03,1
104736,20230215,25921,1,238.94,1
104737,20230903,28502,1,42.01,1
104738,20250620,34178,1,252.78,1
104739,20250506,23834,1,200.08,1
104740,20230513,6406,1,300.61,1
104741,20250528,1175,1,208.08,0
104742,20240318,5247,1,384.02,1
104743,20231103,2469,1,391.86,1
104744,20250107,32501,1,279.68,1
104745,20240307,23802,1,210.36,1
104746,20230530,13827,1,257.66,1
104747,20230801,25790,1,44.32,1
104748,20241002,16896,1,321.71,1
104749,20250503,29282,1,429.52,0
104750,20240506,22464,3,219.6,1
104751,20230531,25599,2,87.6,1
104752,20240118,27058,1,294.03,1
104753,20231213,25276,1,357.3,1
104754,20230220,32314,1,317.65,1
104755,20241111,21060,4,280.83,1
104756,20240914,32660,1,194.81,1
104757,20230211,24901,1,372.3,1
104758,20241025,9053,1,369.5,1
104759,20230225,11680,1,264.24,1
104760,20250330,22001,1,107.44,0
104761,20250605,10091,1,306.91,1
104762,20240617,15436,1,24.16,1
104763,20241015,188,1,158.24,0
104764,20241107,34686,1,127.59,1
104765,20240520,4886,1,144.95,0
104766,20250816,18523,1,113.89,1
104767,20230530,30238,1,362.11,0
104768,20231116,10364,1,139.34,1
104769,20231114,26726,1,422.27,1
104770,20230722,5813,1,367.52,1
104771,20230820,32690,1,362.48,1
104772,20251205,31612,1,441.95,1
104773,20250704,23918,1,45.83,1
104774,20251209,29674,1,267.33,1
104775,20250127,6538,1,258.07,1
104776,20240214,19231,1,273.33,1
104777,20240210,30593,1,183.39,1
104778,20251230,11408,1,114.12,1
104779,20230810,14110,1,359.92,1
104780,20240111,6082,1,404.6,1
104781,20250929,21430,1,148.35,1
104782,20251103,26577,1,147.33,1
104783,20241107,8077,1,163.82,1
104784,20230424,14700,4,238.61,1
104785,20250401,6901,1,234.45,1
104786,20241121,30562,1,334.64,1
104787,20230613,26555,1,204.06,1
104788,20240112,1404,4,393.9,1
104789,20241212,33192,1,427.09,1
104790,20250705,18449,1,45.8,1
104791,20240422,19254,1,416.59,0
104792,20240510,23288,1,93.73,1
104793,20250907,11344,1,29.85,1
104794,20230812,18454,1,83.48,1
104795,20250125,24439,1,443.68,1
104796,20250521,11645,1,42.28,1
104797,20250531,31607,1,66.49,1
104798,20241014,32744,1,50.63,1
104799,20231112,2489,1,68.18,1
104800,20250313,5520,1,177.63,1
104801,20250420,17894,1,267.22,1
104802,20250812,29338,1,410.94,1
104803,20230104,31169,1,108.93,1
104804,20230204,24857,1,136.22,1
104805,20241123,34146,1,162.31,1
104806,20230708,29586,1,362.34,1
104807,20250208,33532,1,34.31,1
104808,20251031,28976,2,98.47,1
104809,20250925,3061,1,72.74,0
104810,20230421,24002,1,273.98,1
104811,20231129,20707,1,326.3,0
104812,20240707,5043,1,127.99,1
104813,20230722,30695,1,442.63,1
104814,20230426,1597,1,229.21,1
104815,20231227,8579,1,45.38,1
104816,20240510,19330,1,351.82,1
104817,20240517,399,1,129.88,1
104818,20250224,12716,1,407.28,1
104819,20230328,17357,1,401.94,1
104820,20250314,18901,1,133.21,0
104821,20240404,15478,1,55.69,1
104822,20230105,14836,1,444.77,1
104823,20250529,15575,1,164.34,1
104824,20230418,27623,1,382.45,1
104825,20240627,2350,1,110.85,1
104826,20240927,32312,1,17.38,0
104827,20241002,92,1,367.0,1
104828,20250108,21624,1,267.85,1
104829,20240422,27600,1,291.85,1
104830,20230530,5845,1,320.69,1
104831,20240526,27198,1,177.39,1
104832,20250119,34070,1,62.69,1
104833,20230617,7116,3,221.25,1
104834,20250406,1359,1,271.96,0
104835,20251216,2216,1,449.08,0
104836,20240326,14091,1,362.7,1
104837,20250221,5997,1,54.16,1
104838,20250402,13900,1,141.38,1
104839,20241125,16312,1,266.55,1
104840,20250130,3303,1,253.48,1
104841,20240306,9098,1,424.86,1
104842,20230319,13133,1,391.95,1
104843,20240714,4294,1,56.8,1
104844,20250329,28340,1,349.06,1
104845,20250108,11697,1,119.15,1
104846,20231023,13660,1,111.95,1
104847,20230119,585,1,430.47,1
104848,20240115,26208,1,292.26,1
104849,20240505,32521,4,118.02,0
104850,20250329,22321,1,135.53,1
104851,20230713,4845,1,296.88,1
104852,20240315,860,1,201.34,0
104853,20230502,9999,1,444.19,1
104854,20230819,21270,1,137.49,1
104855,20230325,15820,1,420.25,0
104856,20230216,16067,1,215.35,1
104857,20231110,13517,1,108.93,0
104858,20250411,28233,1,263.5,1
104859,20230928,26848,1,356.5,1
104860,20240718,27979,1,140.81,1
104861,20250327,661,1,280.69,1
104862,20250316,20922,1,293.24,1
104863,20240325,18821,1,72.53,1
104864,20240405,14365,1,93.38,1
104865,20241008,7752,1,438.48,1
104866,20250219,15163,2,332.86,1
104867,20240429,33839,1,247.07,1
104868,20230116,18357,1,69.84,1
104869,20250409,32806,1,283.02,1
104870,20240315,29788,1,179.22,1
104871,20240402,16423,1,37.0,1
104872,20230827,21544,1,101.53,1
104873,20230330,11295,1,430.55,1
104874,20240914,18613,1,426.33,1
104875,20240318,19585,1,71.32,1
104876,20240419,9802,1,443.04,1
104877,20240817,29106,1,17.3,1
104878,20230114,10058,1,86.69,1
104879,20240417,18589,1,98.69,1
104880,20240427,18995,1,159.91,1
104881,20240508,34353,1,210.23,1
104882,20250827,17381,1,353.68,0
104883,20250523,6265,1,231.23,1
104884,20250419,25982,1,320.07,1
104885,20240114,31918,1,158.98,1
104886,20240605,17940,1,409.44,1
104887,20250907,30394,1,398.56,1
104888,20241023,6067,1,320.6,1
104889,20230422,19603,1,257.57,1
104890,20250502,27269,1,119.55,1
104891,20230409,9877,1,296.07,1
104892,20241025,24701,1,331.57,1
104893,20230816,1088,1,439.81,1
104894,20230315,6030,1,165.7,1
104895,20241001,4192,1,274.05,1
104896,20230506,2331,1,411.41,1
104897,20241224,2859,1,96.57,1
104898,20250505,23945,1,15.75,1
104899,20230412,34689,1,220.11,1
104900,20250315,13709,1,327.15,1
104901,20251030,17194,1,110.63,1
104902,20251002,13284,1,53.9,1
104903,20251216,15720,1,442.81,1
104904,20240821,18820,1,24.66,1
104905,20241219,3340,1,93.78,1
104906,20251126,24983,1,361.0,1
104907,20240727,9932,1,182.73,1
104908,20230402,5798,1,409.82,1
104909,20241025,15270,1,246.93,1
104910,20240621,31312,1,435.39,1
104911,20230729,27461,1,242.95,1
104912,20251027,26259,1,347.73,1
104913,20230725,18093,1,417.0,1
104914,20250831,32081,1,378.3,1
104915,20240723,22042,1,105.6,1
104916,20251211,1194,1,315.39,1
104917,20241216,1549,3,153.43,1
104918,20230728,16003,1,346.82,1
104919,20230305,23023,1,334.54,1
104920,20231019,1653,1,287.54,1
104921,20241017,29767,2,130.84,1
104922,20251126,32938,1,240.39,1
104923,20241027,9750,1,286.02,1
104924,20230113,6136,1,137.8,1
104925,20240715,3155,1,156.0,1
104926,20240402,24967,1,93.45,1
104927,20240603,20783,1,116.23,1
104928,20240715,12659,1,201.12,1
104929,20250204,21595,2,128.05,1
104930,20241013,12380,1,387.44,1
104931,20241128,10452,1,387.58,1
104932,20231118,31558,2,76.66,1
104933,20250621,26724,1,46.94,1
104934,20240908,18227,1,307.19,0
104935,20250127,29509,2,311.08,1
104936,20250329,6591,1,257.18,1
104937,20250906,15802,1,162.75,1
104938,20251129,29096,1,215.79,1
104939,20240913,12387,1,381.73,1
104940,20250302,30194,1,334.94,1
104941,20240603,4981,1,346.26,1
104942,20241011,33066,1,432.11,0
104943,20250326,5454,1,228.1,1
104944,20250630,6135,1,223.2,1
104945,20240613,33180,1,39.97,1
104946,20240908,20339,1,71.97,1
104947,20241110,16198,1,447.9,1
104948,20240221,12159,1,337.44,1
104949,20250127,4122,1,115.57,1
104950,20250225,5378,1,432.05,0
104951,20230126,15846,1,428.43,0
104952,20250128,26015,1,110.54,1
104953,20250614,29561,1,412.62,1
104954,20230717,34523,1,445.97,1
104955,20240613,24497,1,50.35,1
104956,20240509,22839,1,348.75,1
104957,20230923,22211,1,111.01,1
104958,20240225,7237,1,130.84,1
104959,20240705,25652,1,293.01,1
104960,20240408,27472,1,313.42,1
104961,20230504,10173,1,325.87,1
104962,20240628,24405,1,83.86,1
104963,20230605,23865,2,442.39,1
104964,20250802,34140,1,393.65,1
104965,20230516,12675,1,318.96,1
104966,20251010,5430,1,69.84,1
104967,20240227,21594,1,412.03,1
104968,20251009,4463,1,115.13,1
104969,20240428,20127,1,448.33,1
104970,20230531,26321,1,40.14,1
104971,20230622,28200,1,166.1,1
104972,20250516,7212,1,49.85,1
104973,20250724,31969,1,258.01,1
104974,20251022,7352,1,242.79,1
104975,20230611,28775,1,52.98,1
104976,20231227,5297,1,310.62,1
104977,20240927,15386,1,419.02,1
104978,20240828,2767,1,183.36,1
104979,20241029,17597,3,280.85,1
104980,20241119,15241,3,305.57,1
104981,20230320,32095,1,380.75,1
104982,20250204,12327,1,338.73,1
104983,20251130,9453,2,235.3,1
104984,20230813,5202,1,381.68,1
104985,20250727,2808,1,264.12,1
104986,20230208,26354,1,379.83,1
104987,20240606,11569,1,161.6,1
104988,20240822,6073,1,341.58,1
104989,20250127,23235,1,176.39,1
104990,20230305,15357,1,443.77,1
104991,20230711,29430,1,328.29,1
104992,20230905,24245,1,99.12,1
104993,20230625,33629,1,386.16,1
104994,20230102,34911,1,441.65,1
104995,20250520,22973,1,408.83,1
104996,20230920,15873,4,281.33,1
104997,20230330,33208,1,403.33,1
104998,20230920,31790,1,439.6,0
104999,20241210,34276,1,245.11,1
105000,20241102,7431,1,231.91,1
105001,20250524,11513,1,343.58,1
105002,20250223,29583,1,436.23,1
105003,20250904,21244,1,205.36,1
105004,20240822,30316,1,405.64,1
105005,20231211,24531,1,15.93,1
105006,20230904,13039,1,237.26,1
105007,20251128,33289,1,403.59,1
105008,20240722,18769,1,386.9,1
105009,20240528,22173,1,395.24,1
105010,20231211,8652,1,289.58,1
105011,20240410,12177,1,101.93,1
105012,20251201,26323,1,277.14,1
105013,20251223,17871,1,185.64,1
105014,20251223,22265,1,318.55,1
105015,20250619,21895,1,275.93,1
105016,20230508,10730,1,123.96,1
105017,20240314,20491,1,361.98,1
105018,20230728,3042,1,239.63,0
105019,20240117,32479,1,303.11,1
105020,20230811,24239,1,146.19,1
105021,20240405,22043,1,224.52,1
105022,20250101,10135,1,187.43,0
105023,20241002,16160,1,440.04,1
105024,20241018,25386,1,111.44,1
105025,20230102,32508,2,281.36,1
105026,20230907,29328,1,223.71,1
105027,20240626,1926,1,440.02,1
105028,20250107,34504,1,208.98,1
105029,20240519,19166,1,273.83,1
105030,20230102,16891,1,211.49,0
105031,20250407,16221,1,86.97,1
105032,20240426,28016,1,193.38,1
105033,20250623,23802,1,162.27,1
105034,20250621,187,1,55.52,1
105035,20250629,3021,4,49.92,1
105036,20240318,22689,1,448.7,1
105037,20241120,4953,1,154.69,1
105038,20250611,26118,1,348.59,1
105039,20250529,17044,1,16.84,1
105040,20250523,20604,1,288.54,1
105041,20231018,8770,1,242.24,1
105042,20231002,18252,1,369.17,0
