ShipmentKey,DateKey,VehicleKey,DriverKey,TotalWeightKg,FreightCost
9284,20250720,23,92,9904.21,895.65
9285,20250929,60,120,11419.97,166.78
9286,20241020,25,28,4328.24,854.59
9287,20250727,35,60,13278.44,329.35
9288,20250218,99,5,11276.85,297.39
9289,20230111,45,18,16921.46,885.6
9290,20240131,7,94,18177.58,1088.91
9291,20241231,69,88,14043.03,500.38
9292,20240213,32,37,12790.32,1372.6
9293,20231228,53,80,12305.16,689.61
9294,20251023,69,93,3758.8,612.05
9295,20230325,25,94,17723.18,906.65
9296,20230605,95,25,7524.17,1198.23
9297,20241207,84,38,13982.42,211.82
9298,20240416,86,103,9092.83,1287.48
9299,20240910,77,1,18106.6,799.22
9300,20230514,2,40,8447.11,829.87
9301,20250226,86,103,11419.77,1263.83
9302,20250625,61,55,4155.73,881.24
9303,20250513,9,103,11303.77,725.16
9304,20241028,51,95,4450.33,1258.86
9305,20231004,2,39,15993.02,1450.95
9306,20250531,45,95,7662.63,1150.57
9307,20230113,32,97,8774.53,1380.95
9308,20231208,72,76,12986.12,1188.43
9309,20230204,80,25,2176.16,1206.27
9310,20240712,97,119,6638.35,409.91
9311,20240209,75,23,18700.04,1399.35
9312,20241019,32,43,17311.31,259.83
9313,20230608,8,48,5008.64,843.94
9314,20250813,96,92,10500.28,118.0
9315,20240702,85,97,11874.7,610.71
9316,20250911,89,38,6382.07,1060.9
9317,20231006,20,90,7278.94,149.23
9318,20240423,65,24,19570.17,200.78
9319,20230421,21,5,3201.41,847.25
9320,20240306,7,108,18271.17,182.38
9321,20240625,89,60,7407.78,528.3
9322,20231226,9,17,5161.72,1165.63
9323,20240107,86,109,5580.46,547.61
9324,20251104,2,37,6024.3,654.43
9325,20250812,19,15,6094.59,1177.13
9326,20230916,60,66,5453.81,307.88
9327,20250216,70,98,16928.46,1271.53
9328,20230430,59,20,5721.95,113.86
9329,20250902,69,30,17305.88,431.49
9330,20250701,45,16,19400.73,667.71
9331,20241223,62,44,5937.16,400.44
9332,20240606,10,59,11519.37,1266.84
9333,20231121,65,4,9394.89,1400.36
9334,20251209,26,31,17010.56,506.47
9335,20230310,90,26,6511.49,278.16
9336,20240126,60,119,15413.07,1233.2
9337,20240118,18,41,9774.96,1491.94
9338,20230116,59,76,12802.72,942.79
9339,20250425,21,2,11744.67,1479.48
9340,20250518,46,8,1716.7,131.59
9341,20240721,12,78,11977.41,1183.82
9342,20230512,78,24,16635.76,804.64
9343,20230930,32,107,6124.55,654.61
9344,20240428,39,40,8353.36,917.07
9345,20240703,99,105,4499.7,437.01
9346,20231223,81,25,4588.1,764.1
9347,20251207,55,62,6488.1,805.63
9348,20251030,55,58,15197.34,1165.25
9349,20230821,10,71,9884.93,885.07
9350,20230205,35,32,13978.41,877.23
9351,20240217,80,117,18744.64,149.24
9352,20251024,6,87,14742.09,1280.79
9353,20230213,68,46,7776.59,719.76
9354,20240721,62,103,10458.53,1327.95
9355,20250109,9,26,5932.55,1287.29
9356,20230424,29,42,1782.08,928.89
9357,20240201,71,7,13487.31,117.09
9358,20240410,80,56,13405.99,702.74
9359,20250426,6,47,17196.72,468.3
9360,20240516,44,50,3614.61,339.05
9361,20240316,64,45,17743.38,848.55
9362,20230310,67,68,15989.9,614.79
9363,20231122,44,44,2591.63,1136.19
9364,20230308,78,25,19656.82,444.79
9365,20231031,14,52,1261.54,877.95
9366,20250829,9,18,15999.02,806.87
9367,20240428,100,7,8856.59,671.59
9368,20250717,23,22,17374.78,1306.4
9369,20230529,57,4,14702.49,947.19
9370,20251116,57,29,1682.93,1180.16
9371,20250913,15,88,5179.93,1233.75
9372,20240806,64,118,19072.2,307.44
9373,20230905,7,40,3370.29,202.99
9374,20241202,20,52,1835.53,219.05
9375,20230406,64,114,3508.06,736.77
9376,20231009,19,60,14545.5,640.58
9377,20231118,6,102,1272.78,1429.7
9378,20240612,51,41,8939.89,699.31
9379,20230920,39,76,2281.83,305.09
9380,20240802,65,73,13899.43,330.26
9381,20231021,71,15,5433.03,574.28
9382,20240130,99,77,13850.88,1290.12
9383,20240527,25,57,3917.76,1066.07
9384,20250709,23,94,8226.6,1177.59
9385,20250320,89,99,18546.36,540.36
9386,20250708,58,35,7988.03,803.53
9387,20241123,11,90,2723.33,1357.8
9388,20230823,34,19,7714.18,1046.24
9389,20250809,31,21,9364.9,1083.57
9390,20251028,38,85,9440.18,301.69
9391,20240622,46,13,14330.06,998.84
9392,20250330,12,21,2931.49,984.65
9393,20230929,9,88,9500.49,1172.33
9394,20251025,13,26,5452.05,1034.07
9395,20240815,64,108,9167.87,1087.19
9396,20250902,20,56,3874.42,1229.04
9397,20230425,59,31,5091.53,1157.45
9398,20230920,85,30,11280.46,1059.06
9399,20230726,22,24,6374.95,684.97
9400,20231030,65,96,3612.32,272.07
9401,20230422,60,30,12582.72,545.24
9402,20230704,41,26,16811.1,1079.87
9403,20250619,81,102,16517.27,1478.85
9404,20230809,45,82,16764.99,388.54
9405,20251229,4,105,835.99,313.54
9406,20250616,70,54,13878.98,781.49
9407,20251229,45,113,19976.35,1224.96
9408,20240913,58,76,14666.1,188.24
9409,20240302,83,21,5683.64,1301.16
9410,20241005,94,23,11498.07,347.39
9411,20240721,23,28,9822.11,862.23
9412,20240318,32,81,9450.91,926.68
9413,20240823,63,79,14591.66,577.62
9414,20240518,93,23,2973.88,829.47
9415,20230511,8,59,2827.51,649.7
9416,20230806,85,53,10376.12,1391.28
9417,20241118,81,53,19491.96,133.63
9418,20230620,81,34,1699.99,1315.57
9419,20240903,85,92,7725.53,207.87
9420,20250918,79,68,10422.41,861.84
9421,20230226,91,105,524.46,1497.37
9422,20230903,25,12,6246.21,390.18
9423,20230524,33,2,2661.4,697.44
9424,20251210,66,25,14258.09,730.64
9425,20240103,16,88,9061.1,1043.05
9426,20230806,55,95,12641.67,537.67
9427,20240907,36,68,12247.15,1254.58
9428,20240317,72,44,7476.31,394.71
9429,20250420,80,34,1190.85,1494.14
9430,20250813,7,6,5720.37,1277.16
9431,20241129,69,95,9882.55,147.36
9432,20250525,87,39,4452.33,1080.8
9433,20250214,8,50,18784.85,311.26
9434,20250131,3,24,8565.54,1238.73
9435,20250802,35,89,7367.84,630.07
9436,20250711,36,5,2597.25,457.61
9437,20250723,100,54,5884.79,230.75
9438,20230125,79,54,11781.21,480.72
9439,20250316,30,10,16482.76,180.13
9440,20250202,15,82,15581.84,1486.12
9441,20251219,93,93,13859.38,468.57
9442,20240309,68,75,18683.38,521.69
9443,20250528,98,113,5238.98,594.58
9444,20251225,87,94,5077.58,694.53
9445,20250628,58,107,1409.67,565.9
9446,20240718,99,69,14221.37,916.11
9447,20230416,28,6,16121.74,954.17
9448,20230406,95,78,5563.57,163.5
9449,20230617,42,16,15918.54,887.79
9450,20230211,97,60,14325.05,1320.31
9451,20230414,18,14,11049.21,319.3
9452,20240603,5,33,11292.7,562.5
9453,20231009,9,120,14249.38,950.01
9454,20251202,84,101,19964.04,974.87
9455,20250804,9,69,6722.42,203.57
9456,20250118,18,40,1917.4,696.64
9457,20250410,56,78,14141.2,152.89
9458,20230218,15,40,1062.56,1399.64
9459,20230425,79,9,17949.56,1047.76
9460,20240517,78,91,19467.76,239.75
9461,20250912,62,116,14665.65,1013.91
9462,20230312,35,67,7189.52,238.19
9463,20251008,40,74,4901.56,178.82
9464,20230308,51,48,2649.5,401.38
9465,20250824,60,75,616.02,1462.08
9466,20230630,100,98,8893.62,910.79
9467,20240904,56,65,13118.69,555.59
9468,20241127,84,10,7839.0,191.92
9469,20240825,75,117,9044.82,121.84
9470,20230905,41,6,13861.94,1351.87
9471,20231225,54,72,8476.15,772.55
9472,20230906,17,62,15581.6,227.72
9473,20240929,25,31,13025.68,863.27
9474,20250807,93,6,13592.28,191.32
9475,20241024,87,95,12576.56,667.42
9476,20230625,9,34,2834.48,1375.09
9477,20241223,56,104,13839.54,1396.73
9478,20240301,89,117,12048.53,1433.39
9479,20250209,23,93,11698.17,299.83
9480,20241203,2,67,12168.39,356.71
9481,20230322,45,62,19747.95,1291.36
9482,20250715,65,86,9003.16,243.53
9483,20230518,38,12,2568.35,117.35
9484,20240414,6,38,10501.03,1078.69
9485,20231216,48,83,3423.93,721.03
9486,20231106,44,7,16223.94,1225.0
9487,20251109,79,64,5367.69,317.1
9488,20250928,7,87,19915.44,711.76
9489,20230926,66,119,3963.12,1243.51
9490,20251023,62,120,7871.53,462.14
9491,20250208,30,119,3350.15,759.66
9492,20230116,93,77,8675.06,971.08
9493,20240828,76,4,9939.06,1108.05
9494,20250323,52,21,14995.51,831.32
9495,20240426,98,78,527.17,1112.07
9496,20250613,94,36,5000.68,1154.1
9497,20230926,36,114,5763.49,1266.69
9498,20240218,35,7,12211.89,1371.3
9499,20230125,66,77,5905.29,1084.06
9500,20231112,50,35,9993.4,1356.08
9501,20240724,3,49,10011.63,184.88
9502,20241225,76,97,16303.7,282.01
9503,20251004,4,11,17579.98,666.08
9504,20240124,55,115,19552.13,332.99
9505,20241222,52,103,16895.53,572.33
9506,20240319,59,89,17620.19,1337.02
9507,20250925,71,110,19434.04,271.74
9508,20251216,20,103,16634.82,989.89
9509,20241127,19,24,4490.42,420.46
9510,20250828,8,22,15951.11,788.52
9511,20241221,67,43,14336.05,654.37
9512,20240103,27,51,11339.27,1310.25
9513,20231208,79,112,3902.66,854.54
9514,20231031,8,49,1436.3,1250.15
9515,20250202,18,110,4734.38,679.66
9516,20250326,29,120,17600.42,1026.38
9517,20230422,46,22,5757.63,1372.82
9518,20250527,36,79,9216.11,308.13
9519,20251026,3,18,19952.71,884.33
9520,20250718,9,44,10435.1,984.87
9521,20241203,10,109,15466.23,964.1
9522,20250425,84,32,16003.17,871.96
9523,20250801,66,58,17645.7,1212.43
9524,20231006,1,56,6990.57,182.2
9525,20240117,91,100,3474.3,1028.08
9526,20230113,4,74,17828.07,1340.73
9527,20231030,48,9,12386.58,1380.86
9528,20230609,96,63,12118.65,348.6
9529,20230603,18,108,11611.12,942.43
9530,20250123,78,89,1183.52,492.43
9531,20230630,45,4,5350.66,1112.04
9532,20240112,15,38,13612.95,211.25
9533,20250214,51,110,1143.38,273.48
9534,20230116,61,100,12331.62,1041.55
9535,20230910,4,42,1479.52,867.25
9536,20251219,19,101,665.29,1354.37
9537,20230131,88,103,17888.49,139.54
9538,20251110,94,7,18263.51,1082.17
9539,20241231,77,42,6156.29,1099.86
9540,20231016,11,118,17365.98,1260.92
9541,20240512,28,60,1960.93,1178.79
9542,20240701,57,90,8525.94,826.55
9543,20250818,75,20,9790.64,501.73
9544,20230512,54,63,8466.65,651.81
9545,20250507,65,109,7293.36,831.59
9546,20240604,47,111,12420.74,106.29
9547,20230130,4,21,13687.46,226.67
9548,20240918,34,5,19190.19,859.19
9549,20230104,76,30,2969.79,1494.18
9550,20240523,54,63,18057.66,627.09
9551,20230116,88,112,16048.81,1218.28
9552,20250923,61,59,6013.31,634.89
9553,20250813,96,38,4405.0,274.22
9554,20230920,83,36,2771.74,1278.87
9555,20251224,93,38,8762.6,1020.55
9556,20230922,93,23,11227.66,285.82
9557,20240113,83,23,11610.57,710.46
9558,20250820,20,58,8626.63,415.59
9559,20240420,3,48,13864.34,1033.44
9560,20231125,40,115,14303.02,750.36
9561,20240313,69,6,10543.04,517.83
9562,20230116,23,107,11258.06,879.13
9563,20250517,69,46,4300.45,1367.43
9564,20240525,94,87,11301.9,681.25
9565,20250910,32,15,1967.98,1452.38
9566,20240803,24,1,11628.19,1096.39
9567,20230106,51,100,13036.19,943.65
9568,20251015,58,103,19644.83,183.64
9569,20250317,42,92,8786.99,1234.13
9570,20240910,35,74,10166.56,1041.56
9571,20240209,32,33,9317.08,277.69
9572,20250923,54,110,5565.78,114.85
9573,20240816,45,24,2339.77,1409.98
9574,20240719,48,70,12991.63,377.83
9575,20250121,86,14,1906.03,690.75
9576,20230112,85,118,8886.24,686.37
9577,20230614,92,96,714.77,220.35
9578,20250527,49,83,18840.18,1225.82
9579,20230319,34,70,14100.19,945.13
9580,20240905,16,84,4851.15,849.13
9581,20250518,11,89,5885.01,1308.11
9582,20250322,97,84,6783.76,1374.42
9583,20251207,19,38,10622.02,280.13
9584,20250205,92,11,12819.75,1062.64
9585,20230323,29,63,1993.43,475.61
9586,20230728,54,32,13376.8,1192.59
9587,20240605,53,29,1951.47,263.5
9588,20251118,67,30,18320.9,363.19
9589,20250920,82,29,10197.75,398.17
9590,20240409,82,86,18706.7,972.22
9591,20240919,76,11,13027.38,1035.16
9592,20250219,82,49,8323.29,1386.01
9593,20240712,32,84,15765.17,203.78
9594,20250817,100,105,1827.57,1057.92
9595,20230401,83,78,11947.03,117.49
9596,20251212,56,91,5524.6,813.03
9597,20250509,63,64,16933.19,744.69
9598,20240709,4,38,17867.27,163.06
9599,20230605,11,60,11916.61,361.53
9600,20230102,3,68,5587.05,1222.52
9601,20250404,27,7,8084.94,525.71
9602,20250312,80,94,12599.5,774.91
9603,20250909,44,74,8792.31,651.98
9604,20251217,18,7,15653.35,359.86
9605,20240507,30,5,7694.23,1417.37
9606,20241030,88,68,10356.8,174.14
9607,20251124,70,47,4185.94,747.12
9608,20230316,47,36,14107.0,570.89
9609,20250801,34,15,17371.87,1033.45
9610,20240106,76,39,7649.19,1005.79
9611,20240809,42,38,19116.95,1075.38
9612,20231125,23,36,1248.61,798.85
9613,20240812,100,115,4796.68,254.94
9614,20250215,40,2,8542.88,804.57
9615,20231031,15,15,8776.81,1330.93
9616,20240801,80,84,15971.27,560.27
9617,20230809,57,55,17800.1,1340.62
9618,20250905,14,98,6409.99,1083.98
9619,20240110,79,77,12955.73,1427.92
9620,20230707,12,60,11256.73,783.38
9621,20240418,35,25,3961.4,490.4
9622,20250423,25,14,6857.7,202.53
9623,20240614,78,105,885.65,111.46
9624,20251206,2,112,6424.19,1365.86
9625,20251224,18,118,2556.81,890.19
9626,20250820,35,9,18018.44,250.33
9627,20240419,9,49,18028.75,591.57
9628,20250803,11,118,13763.93,919.47
9629,20251225,90,35,19860.09,1390.87
9630,20240531,67,86,11807.76,1137.73
9631,20240301,69,5,4409.46,686.31
9632,20230513,96,108,17751.17,155.72
9633,20231110,74,101,4563.7,998.06
9634,20240813,38,78,5706.05,610.21
9635,20251005,70,17,13345.18,197.99
9636,20230608,75,69,3027.23,1262.52
9637,20241022,81,77,12391.36,1411.11
9638,20250117,59,54,6404.82,836.45
9639,20250311,66,47,12708.26,262.34
9640,20240214,41,95,16063.97,663.4
9641,20241110,24,49,8188.64,208.13
9642,20230424,50,74,6955.0,1222.61
9643,20250615,5,112,6949.45,857.56
9644,20251214,21,62,7475.08,650.72
9645,20230306,6,23,15779.73,1121.85
9646,20241114,4,93,8895.89,1271.7
9647,20230526,9,16,14414.85,1196.09
9648,20250731,69,81,14926.18,1249.56
9649,20251030,68,7,10891.06,1315.1
9650,20250108,9,43,9378.55,755.65
9651,20230705,18,78,7879.21,1022.99
9652,20250414,59,44,13274.06,926.62
9653,20250319,43,9,10532.19,279.0
9654,20230620,80,71,6188.46,434.59
9655,20230801,66,78,10891.47,340.5
9656,20230127,29,80,13331.45,1008.82
9657,20251010,48,60,11118.78,1308.52
9658,20251227,51,10,792.93,1161.68
9659,20250228,42,5,19866.96,628.11
9660,20240212,36,51,15261.21,1021.36
9661,20230315,76,7,5248.03,673.93
9662,20240731,45,22,15332.71,484.29
9663,20241110,98,24,15470.79,1350.97
9664,20250224,35,104,12216.14,386.59
9665,20250428,6,42,12679.88,988.19
9666,20250519,37,22,3644.4,1150.9
9667,20230825,36,119,7756.08,965.97
9668,20241227,84,35,11967.76,268.14
9669,20240113,16,110,2014.13,477.45
9670,20241022,72,116,19572.52,120.41
9671,20250409,22,55,2485.69,1162.16
9672,20250624,69,118,8369.29,359.1
9673,20240111,69,3,18313.94,1298.69
9674,20240910,63,111,797.11,331.65
9675,20241014,75,106,13823.25,620.53
9676,20251029,19,71,8073.4,299.03
9677,20230715,81,19,14486.18,845.84
9678,20250317,18,42,13446.13,931.31
9679,20250611,73,46,12140.82,419.89
9680,20251220,17,72,17373.77,670.18
9681,20250725,41,87,597.83,263.96
9682,20250426,33,20,3348.39,1202.96
9683,20250328,84,33,15841.94,1201.19
9684,20240717,55,6,12882.55,461.87
9685,20240925,82,15,18551.69,469.92
9686,20241109,24,69,9060.21,953.51
9687,20251014,77,78,11219.48,952.59
9688,20230108,40,73,12672.75,1126.66
9689,20251204,28,90,3935.68,235.14
9690,20231210,67,96,3298.13,1040.83
9691,20250306,100,31,5447.52,1129.71
9692,20251116,75,6,8024.38,490.46
9693,20250428,39,1,10010.39,461.45
9694,20230303,21,19,9556.37,1030.47
9695,20251221,37,15,15944.07,263.21
9696,20240226,2,34,3109.14,858.21
9697,20240924,6,64,7690.71,802.64
9698,20250302,52,83,18946.76,1041.57
9699,20240704,5,49,15552.87,948.63
9700,20240828,47,75,8845.75,1240.09
9701,20240608,43,82,11833.89,185.22
9702,20250617,96,88,9669.26,1005.32
9703,20230612,40,46,7985.55,1104.67
9704,20250225,11,51,3089.36,1209.45
9705,20250628,81,73,3762.23,618.25
9706,20250908,14,11,6119.89,509.44
9707,20240114,2,107,7621.41,1030.45
9708,20230622,39,4,5407.46,821.05
9709,20250926,63,82,11758.14,626.86
9710,20230305,63,108,12163.45,1143.1
9711,20250901,18,87,1393.82,773.51
9712,20230307,97,41,13168.26,741.15
9713,20240402,94,101,9617.58,601.95
9714,20240328,79,64,11167.08,168.7
9715,20250905,93,1,17918.99,1267.02
9716,20230627,90,89,4075.07,579.84
9717,20231007,1,9,8386.76,711.19
9718,20231210,17,39,9960.53,265.32
9719,20251106,54,65,12021.24,959.23
9720,20231023,39,116,13714.91,932.35
9721,20230721,48,17,3020.87,526.01
9722,20250819,66,67,15105.11,601.42
9723,20241114,15,87,4810.26,1148.83
9724,20240110,22,1,19048.17,848.05
9725,20230204,20,24,2560.71,450.15
9726,20230129,93,77,19740.94,889.22
9727,20250213,89,20,18595.7,1324.95
9728,20230809,43,64,17839.39,1495.32
9729,20230222,56,20,1091.25,226.81
9730,20250301,24,76,4428.48,726.83
9731,20230317,98,81,11572.18,725.67
9732,20240508,43,85,14564.6,1421.36
9733,20230427,21,40,14827.84,1388.4
9734,20231007,48,88,1399.7,728.99
9735,20250115,66,30,13930.21,475.51
9736,20250806,16,23,10178.9,1002.8
9737,20250202,40,23,6615.08,268.76
9738,20231022,21,120,13945.32,384.85
9739,20251014,52,56,5388.92,1250.81
9740,20251110,8,47,13077.97,1272.66
9741,20250421,78,17,12437.09,1366.6
9742,20251125,55,2,12026.93,1143.82
9743,20240511,86,106,10891.06,333.63
9744,20230725,82,88,5814.84,508.23
9745,20240301,58,33,4420.5,748.09
9746,20230213,5,109,7971.68,547.62
9747,20240827,42,108,19431.36,847.76
9748,20240329,30,15,15856.84,232.78
9749,20240817,95,32,7995.12,1432.96
9750,20240521,9,106,13831.78,1471.22
9751,20250304,95,34,5975.2,202.66
9752,20230121,95,60,4686.39,156.53
9753,20240911,41,86,11878.19,782.06
9754,20240218,51,31,5495.16,300.83
9755,20251230,57,15,11156.51,294.17
9756,20231203,73,20,2064.85,614.68
9757,20250628,61,106,16781.37,1441.67
9758,20231003,6,87,7948.13,1411.53
9759,20250610,26,31,802.68,1399.03
9760,20230113,74,2,19186.19,335.62
9761,20251023,6,13,11133.86,219.04
9762,20250904,53,106,18359.59,254.24
9763,20250831,61,96,4164.33,926.13
9764,20230624,33,113,6354.75,574.81
9765,20230829,45,16,7971.91,1325.4
9766,20240630,94,15,4309.84,1022.41
9767,20230114,40,25,9352.71,1497.39
9768,20241225,24,76,5988.02,1371.71
9769,20230103,92,28,2945.77,898.92
9770,20241121,45,105,2088.96,1263.9
9771,20250116,38,12,5531.57,324.43
9772,20250207,29,85,19633.98,1304.3
9773,20250521,79,76,5497.23,1102.22
9774,20240509,8,115,17181.37,642.18
9775,20240221,64,54,9452.22,1229.85
9776,20240919,87,58,5420.97,1020.02
9777,20251211,73,113,16545.38,221.69
9778,20251017,51,16,15220.64,1470.5
9779,20230522,75,62,12539.92,479.64
9780,20230215,6,74,6086.84,866.16
9781,20250423,47,120,15362.72,1316.95
9782,20251005,49,10,878.39,504.18
9783,20230110,76,116,5956.85,423.26
9784,20241025,98,66,17304.77,877.47
9785,20240726,85,91,5062.7,592.58
9786,20241010,32,52,12777.78,1068.63
9787,20250701,54,30,9845.78,550.52
9788,20241001,36,97,8865.94,1484.97
9789,20240907,89,16,13881.0,495.92
9790,20241128,99,10,1243.84,992.37
9791,20250627,98,15,10208.67,480.04
9792,20230627,19,26,9080.78,746.01
9793,20250518,37,61,15140.52,507.81
9794,20251026,17,120,8814.45,682.23
9795,20250502,80,15,18142.78,984.72
9796,20231103,16,6,19856.5,1088.1
9797,20240701,58,81,17578.04,429.95
9798,20231123,44,109,16024.8,1358.79
9799,20240130,68,1,14481.56,551.14
9800,20231027,49,114,11436.06,186.58
9801,20250118,94,87,15843.76,1425.63
9802,20231012,51,98,12256.27,481.26
9803,20231126,98,35,19257.12,1495.46
9804,20230219,5,107,17844.66,866.16
9805,20250211,97,89,11740.39,1288.32
9806,20240113,58,1,8786.4,251.72
9807,20250926,46,89,4340.41,872.22
9808,20250212,55,38,5272.48,126.21
9809,20251219,73,80,4766.51,631.68
9810,20250517,17,111,17886.41,157.59
9811,20230103,12,41,18377.76,747.15
9812,20250117,24,12,6742.64,1098.32
9813,20231002,56,64,14187.09,1328.59
9814,20230803,55,10,2930.94,1031.13
9815,20231125,76,27,11447.77,1115.24
9816,20230912,79,120,6338.52,404.92
9817,20230506,16,39,19036.24,510.05
9818,20250205,87,106,3153.17,1412.89
9819,20230805,82,71,3134.15,328.33
9820,20250411,22,70,15539.96,1486.98
9821,20230701,44,45,6582.8,1276.74
9822,20231130,95,11,5477.69,1223.32
9823,20240525,43,24,4586.15,1231.72
9824,20240118,79,57,5432.68,621.7
9825,20231128,21,40,19787.72,1209.77
9826,20250618,8,89,9347.99,596.09
9827,20241003,49,37,5380.03,612.88
9828,20240925,100,3,1732.62,1211.48
9829,20240326,6,68,2862.1,646.5
9830,20230715,81,68,13307.33,1231.14
9831,20240402,47,105,5578.43,115.88
9832,20250409,36,1,11339.9,340.25
9833,20230914,92,94,11277.76,1406.75
9834,20230109,23,79,7558.29,981.23
9835,20250130,31,45,14411.95,755.28
9836,20250806,75,31,1149.05,912.1
9837,20251218,62,37,8632.8,662.9
9838,20250605,84,114,8965.93,285.85
9839,20240128,96,69,2928.28,1347.64
9840,20240203,81,43,798.1,1155.74
9841,20231127,57,85,10916.11,1077.07
9842,20240424,70,99,6246.51,1281.35
9843,20230514,65,4,18677.37,1143.93
9844,20250704,37,71,14260.93,822.15
9845,20250723,68,29,2218.27,291.98
9846,20231221,95,100,13281.11,250.33
9847,20240806,75,99,17567.49,144.02
9848,20240916,17,96,19159.4,788.43
9849,20231017,7,106,6597.47,323.35
9850,20250404,52,116,9040.45,482.15
9851,20240920,35,11,13082.94,1329.0
9852,20251015,2,114,18234.93,950.67
9853,20240923,40,33,13682.93,1479.61
9854,20231123,37,53,7992.6,1429.96
9855,20230729,57,105,2259.0,719.0
9856,20240927,10,17,3312.08,1020.44
9857,20250517,76,12,11182.65,1427.47
9858,20240303,81,1,5147.74,1198.25
9859,20240128,46,56,9266.78,1018.21
9860,20250405,90,23,8443.45,929.49
9861,20250704,5,7,11624.86,859.42
9862,20231214,5,78,7002.66,294.19
9863,20230219,27,41,9482.02,248.61
9864,20250704,5,108,11848.51,436.86
9865,20251116,61,53,12084.65,902.95
9866,20250825,8,104,9623.59,1402.7
9867,20250310,31,7,14425.13,651.51
9868,20251013,97,78,8109.36,1301.99
9869,20241010,21,98,15865.78,130.66
9870,20231028,99,66,19699.87,1136.37
9871,20230615,21,84,15305.71,225.3
9872,20231112,51,81,15708.31,1360.78
9873,20230101,79,74,17509.0,777.33
9874,20251016,100,53,2518.09,810.57
9875,20230304,59,5,11442.21,1386.28
9876,20240427,2,97,13601.63,714.51
9877,20230810,30,101,18347.68,1363.62
9878,20230601,58,36,16751.88,1053.61
9879,20241005,92,44,8088.6,495.86
9880,20240917,81,110,6583.49,185.03
9881,20230805,20,11,6275.64,1366.63
9882,20230715,40,64,5378.98,554.64
9883,20250921,29,21,6529.9,134.35
9884,20251011,5,4,14815.75,1369.42
9885,20241008,89,89,2752.64,845.66
9886,20241208,10,105,14825.69,1076.32
9887,20251216,83,35,4290.25,1434.39
9888,20241222,61,35,12668.89,376.27
9889,20241001,1,35,12122.02,983.93
9890,20230416,47,39,12056.06,342.66
9891,20230614,98,33,6558.2,462.73
9892,20230803,57,77,3423.89,857.36
9893,20251230,14,68,15943.09,412.03
9894,20230331,25,44,5214.83,759.16
9895,20250523,90,104,2050.71,122.41
9896,20240830,21,51,3592.01,1009.99
9897,20231215,16,120,2725.54,1172.15
9898,20250612,74,38,14439.55,426.2
9899,20230903,32,42,15031.58,139.49
9900,20230929,45,45,7089.52,194.42
9901,20240207,64,30,15413.16,984.29
9902,20251105,84,91,16849.37,1499.67
9903,20250818,73,35,9804.41,1060.22
9904,20250616,60,28,16625.88,113.0
9905,20251215,98,41,10327.4,1412.92
9906,20231011,95,106,16280.95,1300.91
9907,20240531,19,45,9102.03,831.8
9908,20240909,47,48,1649.14,1234.59
9909,20240903,95,55,4795.96,511.79
9910,20250119,64,8,6421.15,270.94
9911,20240204,30,26,9090.22,319.44
9912,20230327,47,107,9752.95,430.55
9913,20231116,88,98,19524.57,480.46
9914,20251121,33,115,9769.09,690.25
9915,20231202,82,29,7744.92,1065.77
9916,20230220,21,55,7533.82,284.55
9917,20230623,95,66,17774.84,378.57
9918,20240515,63,70,8005.97,259.45
9919,20230317,42,48,15810.2,777.21
9920,20231112,61,80,5359.4,1099.15
9921,20241127,43,7,8864.08,719.76
9922,20251006,68,75,11690.51,1141.81
9923,20250101,26,80,11506.63,895.01
9924,20251230,33,6,11801.26,542.9
9925,20250826,33,37,14955.65,862.93
9926,20250503,49,9,10447.21,1263.81
9927,20241027,84,3,4073.7,342.14
9928,20241013,41,53,11831.01,888.66
9929,20251230,72,93,6310.99,1044.45
9930,20230215,36,117,6360.41,1365.61
9931,20251206,72,8,3007.7,945.41
9932,20230529,95,40,18244.6,159.61
9933,20250628,22,17,1765.19,896.21
9934,20240331,47,102,1235.76,384.54
9935,20250526,83,108,14635.39,749.88
9936,20250823,20,70,14244.48,893.57
9937,20250518,87,47,7335.29,1022.11
9938,20250717,24,11,14941.2,202.52
9939,20251020,43,10,10010.99,1285.83
9940,20250927,88,61,14701.01,1421.36
9941,20250212,100,2,11142.31,1077.94
9942,20230901,73,117,14782.79,944.75
9943,20240418,16,29,15567.06,966.27
9944,20240117,27,70,6029.49,1077.2
9945,20240503,45,51,8012.22,1332.79
9946,20251126,37,113,10336.64,310.68
9947,20240201,13,73,4215.55,148.08
9948,20231023,51,66,19421.61,199.68
9949,20230417,2,68,18520.69,489.4
9950,20250509,76,57,15651.07,663.91
9951,20250811,97,41,4366.61,751.87
9952,20240613,87,104,9335.22,414.73
9953,20250722,59,94,18582.04,205.44
9954,20231015,14,64,12438.14,448.27
9955,20241206,49,4,8015.95,1181.3
9956,20230803,30,1,2285.95,953.05
9957,20250101,98,107,2452.78,1136.65
9958,20231210,9,75,13726.72,837.53
9959,20230713,79,7,6574.85,456.79
9960,20230607,24,82,10186.25,1451.45
9961,20240409,41,8,15155.51,1287.36
9962,20230414,60,94,4064.96,1375.06
9963,20230203,89,79,2013.94,400.78
9964,20240930,100,58,7844.57,1076.51
9965,20231121,32,10,3667.44,867.15
9966,20241121,47,110,10451.95,400.59
9967,20240814,21,66,11278.96,1244.46
9968,20230521,42,106,2656.17,104.42
9969,20240418,70,115,15961.15,340.02
