CustomerKey,CustomerID,CompanyName,Industry,CustomerTier,CreditLimit
442,CUST-00442,Company_442 Lda,Manufacturing,Bronze,50000
443,CUST-00443,Company_443 Lda,Pharmaceutical,Silver,10000
444,CUST-00444,Company_444 Lda,Pharmaceutical,Silver,500000
445,CUST-00445,Company_445 Lda,E-commerce,Silver,500000
446,CUST-00446,Company_446 Lda,Manufacturing,Bronze,50000
447,CUST-00447,Company_447 Lda,Manufacturing,Bronze,150000
448,CUST-00448,Company_448 Lda,E-commerce,Bronze,50000
449,CUST-00449,Company_449 Lda,Pharmaceutical,Bronze,50000
450,CUST-00450,Company_450 Lda,Retail,Bronze,10000
451,CUST-00451,Company_451 Lda,E-commerce,Bronze,10000
452,CUST-00452,Company_452 Lda,Food Distributor,Bronze,50000
453,CUST-00453,Company_453 Lda,Automotive,Bronze,50000
454,CUST-00454,Company_454 Lda,Manufacturing,Silver,10000
455,CUST-00455,Company_455 Lda,Retail,Gold,150000
456,CUST-00456,Company_456 Lda,Automotive,Gold,10000
457,CUST-00457,Company_457 Lda,Retail,Silver,50000
458,CUST-00458,Company_458 Lda,Automotive,Bronze,50000
459,CUST-00459,Company_459 Lda,Retail,Silver,50000
460,CUST-00460,Company_460 Lda,Retail,Silver,50000
461,CUST-00461,Company_461 Lda,Retail,Bronze,10000
462,CUST-00462,Company_462 Lda,Food Distributor,Bronze,10000
463,CUST-00463,Company_463 Lda,E-commerce,Silver,50000
464,CUST-00464,Company_464 Lda,Food Distributor,Bronze,50000
465,CUST-00465,Company_465 Lda,Manufacturing,Bronze,10000
466,CUST-00466,Company_466 Lda,Pharmaceutical,Bronze,50000
467,CUST-00467,Company_467 Lda,Retail,Bronze,10000
468,CUST-00468,Company_468 Lda,E-commerce,Bronze,50000
469,CUST-00469,Company_469 Lda,Retail,Bronze,150000
470,CUST-00470,Company_470 Lda,Manufacturing,Bronze,10000
471,CUST-00471,Company_471 Lda,Retail,Bronze,10000
472,CUST-00472,Company_472 Lda,Manufacturing,Silver,50000
473,CUST-00473,Company_473 Lda,Retail,Bronze,50000
474,CUST-00474,Company_474 Lda,E-commerce,Bronze,50000
475,CUST-00475,Company_475 Lda,Food Distributor,Bronze,150000
476,CUST-00476,Company_476 Lda,Manufacturing,Gold,150000
477,CUST-00477,Company_477 Lda,Retail,Bronze,500000
478,CUST-00478,Company_478 Lda,Food Distributor,Bronze,50000
479,CUST-00479,Company_479 Lda,Manufacturing,Silver,10000
480,CUST-00480,Company_480 Lda,Food Distributor,Silver,10000
481,CUST-00481,Company_481 Lda,Food Distributor,Bronze,10000
482,CUST-00482,Company_482 Lda,Food Distributor,Silver,50000
483,CUST-00483,Company_483 Lda,Automotive,Bronze,10000
484,CUST-00484,Company_484 Lda,Food Distributor,Bronze,150000
485,CUST-00485,Company_485 Lda,Food Distributor,Bronze,50000
486,CUST-00486,Company_486 Lda,Manufacturing,Bronze,50000
487,CUST-00487,Company_487 Lda,Retail,Silver,10000
488,CUST-00488,Company_488 Lda,Retail,Bronze,10000
489,CUST-00489,Company_489 Lda,Manufacturing,Bronze,10000
490,CUST-00490,Company_490 Lda,E-commerce,Silver,10000
491,CUST-00491,Company_491 Lda,Automotive,Silver,10000
492,CUST-00492,Company_492 Lda,Food Distributor,Bronze,50000
493,CUST-00493,Company_493 Lda,Retail,Silver,150000
494,CUST-00494,Company_494 Lda,Retail,Bronze,150000
495,CUST-00495,Company_495 Lda,Automotive,Silver,50000
496,CUST-00496,Company_496 Lda,Pharmaceutical,Silver,10000
497,CUST-00497,Company_497 Lda,Food Distributor,Gold,150000
498,CUST-00498,Company_498 Lda,Retail,Bronze,150000
499,CUST-00499,Company_499 Lda,Manufacturing,Bronze,10000
500,CUST-00500,Company_500 Lda,Manufacturing,Bronze,50000
501,CUST-00501,Company_501 Lda,Food Distributor,Bronze,10000
502,CUST-00502,Company_502 Lda,Food Distributor,Bronze,150000
503,CUST-00503,Company_503 Lda,Pharmaceutical,Gold,500000
504,CUST-00504,Company_504 Lda,E-commerce,Bronze,10000
505,CUST-00505,Company_505 Lda,Food Distributor,Bronze,150000
506,CUST-00506,Company_506 Lda,Retail,Silver,50000
507,CUST-00507,Company_507 Lda,Manufacturing,Bronze,500000
508,CUST-00508,Company_508 Lda,E-commerce,Silver,10000
509,CUST-00509,Company_509 Lda,Manufacturing,Bronze,150000
510,CUST-00510,Company_510 Lda,E-commerce,Bronze,10000
511,CUST-00511,Company_511 Lda,Food Distributor,Bronze,10000
512,CUST-00512,Company_512 Lda,Automotive,Bronze,10000
513,CUST-00513,Company_513 Lda,Manufacturing,Gold,500000
514,CUST-00514,Company_514 Lda,E-commerce,Bronze,150000
515,CUST-00515,Company_515 Lda,Retail,Bronze,150000
516,CUST-00516,Company_516 Lda,Retail,Bronze,150000
517,CUST-00517,Company_517 Lda,Pharmaceutical,Bronze,10000
518,CUST-00518,Company_518 Lda,E-commerce,Silver,10000
519,CUST-00519,Company_519 Lda,Manufacturing,Bronze,10000
520,CUST-00520,Company_520 Lda,Retail,Silver,10000
521,CUST-00521,Company_521 Lda,Food Distributor,Gold,10000
522,CUST-00522,Company_522 Lda,Pharmaceutical,Bronze,10000
523,CUST-00523,Company_523 Lda,Manufacturing,Gold,10000
524,CUST-00524,Company_524 Lda,E-commerce,Bronze,10000
525,CUST-00525,Company_525 Lda,E-commerce,Bronze,10000
526,CUST-00526,Company_526 Lda,Automotive,Bronze,10000
527,CUST-00527,Company_527 Lda,Automotive,Silver,500000
528,CUST-00528,Company_528 Lda,Retail,Gold,50000
529,CUST-00529,Company_529 Lda,Retail,Bronze,500000
530,CUST-00530,Company_530 Lda,E-commerce,Silver,10000
531,CUST-00531,Company_531 Lda,E-commerce,Bronze,10000
532,CUST-00532,Company_532 Lda,Manufacturing,Bronze,50000
533,CUST-00533,Company_533 Lda,Manufacturing,Bronze,10000
534,CUST-00534,Company_534 Lda,Food Distributor,Gold,10000
535,CUST-00535,Company_535 Lda,E-commerce,Silver,10000
536,CUST-00536,Company_536 Lda,Manufacturing,Bronze,10000
537,CUST-00537,Company_537 Lda,E-commerce,Bronze,10000
538,CUST-00538,Company_538 Lda,Retail,Bronze,10000
539,CUST-00539,Company_539 Lda,Automotive,Bronze,50000
540,CUST-00540,Company_540 Lda,Retail,Bronze,10000
541,CUST-00541,Company_541 Lda,Manufacturing,Silver,10000
542,CUST-00542,Company_542 Lda,Food Distributor,Bronze,150000
543,CUST-00543,Company_543 Lda,Retail,Bronze,10000
544,CUST-00544,Company_544 Lda,Food Distributor,Bronze,10000
545,CUST-00545,Company_545 Lda,Food Distributor,Silver,150000
546,CUST-00546,Company_546 Lda,Pharmaceutical,Silver,10000
547,CUST-00547,Company_547 Lda,Retail,Bronze,10000
548,CUST-00548,Company_548 Lda,Food Distributor,Silver,10000
549,CUST-00549,Company_549 Lda,Food Distributor,Bronze,10000
550,CUST-00550,Company_550 Lda,E-commerce,Bronze,50000
551,CUST-00551,Company_551 Lda,Food Distributor,Bronze,150000
552,CUST-00552,Company_552 Lda,E-commerce,Bronze,10000
553,CUST-00553,Company_553 Lda,Food Distributor,Bronze,50000
554,CUST-00554,Company_554 Lda,Food Distributor,Gold,50000
555,CUST-00555,Company_555 Lda,E-commerce,Silver,10000
556,CUST-00556,Company_556 Lda,Automotive,Silver,50000
557,CUST-00557,Company_557 Lda,Retail,Bronze,10000
558,CUST-00558,Company_558 Lda,Retail,Bronze,10000
559,CUST-00559,Company_559 Lda,E-commerce,Silver,10000
560,CUST-00560,Company_560 Lda,Food Distributor,Bronze,10000
561,CUST-00561,Company_561 Lda,E-commerce,Bronze,10000
562,CUST-00562,Company_562 Lda,Retail,Bronze,150000
563,CUST-00563,Company_563 Lda,Retail,Silver,10000
564,CUST-00564,Company_564 Lda,Retail,Bronze,10000
565,CUST-00565,Company_565 Lda,Pharmaceutical,Bronze,10000
566,CUST-00566,Company_566 Lda,Food Distributor,Silver,50000
567,CUST-00567,Company_567 Lda,Pharmaceutical,Bronze,50000
568,CUST-00568,Company_568 Lda,Automotive,Bronze,50000
569,CUST-00569,Company_569 Lda,Manufacturing,Bronze,50000
570,CUST-00570,Company_570 Lda,Pharmaceutical,Bronze,150000
571,CUST-00571,Company_571 Lda,Food Distributor,Silver,10000
572,CUST-00572,Company_572 Lda,E-commerce,Bronze,50000
573,CUST-00573,Company_573 Lda,Pharmaceutical,Bronze,150000
574,CUST-00574,Company_574 Lda,Food Distributor,Silver,500000
575,CUST-00575,Company_575 Lda,E-commerce,Silver,150000
576,CUST-00576,Company_576 Lda,Manufacturing,Silver,10000
577,CUST-00577,Company_577 Lda,Retail,Bronze,10000
578,CUST-00578,Company_578 Lda,Manufacturing,Bronze,10000
579,CUST-00579,Company_579 Lda,Automotive,Gold,50000
580,CUST-00580,Company_580 Lda,Retail,Silver,10000
581,CUST-00581,Company_581 Lda,Automotive,Bronze,10000
582,CUST-00582,Company_582 Lda,Manufacturing,Bronze,150000
583,CUST-00583,Company_583 Lda,Automotive,Bronze,10000
584,CUST-00584,Company_584 Lda,Pharmaceutical,Gold,150000
585,CUST-00585,Company_585 Lda,Food Distributor,Bronze,10000
586,CUST-00586,Company_586 Lda,Retail,Bronze,10000
587,CUST-00587,Company_587 Lda,Retail,Bronze,10000
588,CUST-00588,Company_588 Lda,Retail,Silver,50000
589,CUST-00589,Company_589 Lda,Retail,Silver,10000
590,CUST-00590,Company_590 Lda,Retail,Bronze,10000
591,CUST-00591,Company_591 Lda,Retail,Silver,500000
592,CUST-00592,Company_592 Lda,Food Distributor,Gold,10000
593,CUST-00593,Company_593 Lda,Retail,Bronze,50000
594,CUST-00594,Company_594 Lda,Pharmaceutical,Bronze,50000
595,CUST-00595,Company_595 Lda,E-commerce,Bronze,10000
596,CUST-00596,Company_596 Lda,Automotive,Silver,50000
597,CUST-00597,Company_597 Lda,Food Distributor,Bronze,10000
598,CUST-00598,Company_598 Lda,Retail,Silver,50000
599,CUST-00599,Company_599 Lda,Retail,Silver,10000
600,CUST-00600,Company_600 Lda,Retail,Bronze,50000
601,CUST-00601,Company_601 Lda,Retail,Gold,10000
602,CUST-00602,Company_602 Lda,Retail,Bronze,50000
603,CUST-00603,Company_603 Lda,Retail,Bronze,10000
604,CUST-00604,Company_604 Lda,Retail,Silver,10000
605,CUST-00605,Company_605 Lda,Retail,Silver,10000
606,CUST-00606,Company_606 Lda,Automotive,Bronze,10000
607,CUST-00607,Company_607 Lda,Retail,Silver,150000
608,CUST-00608,Company_608 Lda,Pharmaceutical,Gold,10000
609,CUST-00609,Company_609 Lda,Food Distributor,Bronze,150000
610,CUST-00610,Company_610 Lda,Food Distributor,Gold,500000
611,CUST-00611,Company_611 Lda,Retail,Bronze,50000
612,CUST-00612,Company_612 Lda,E-commerce,Bronze,10000
613,CUST-00613,Company_613 Lda,Food Distributor,Bronze,10000
614,CUST-00614,Company_614 Lda,Retail,Silver,50000
615,CUST-00615,Company_615 Lda,E-commerce,Silver,10000
616,CUST-00616,Company_616 Lda,Manufacturing,Bronze,10000
617,CUST-00617,Company_617 Lda,Retail,Bronze,50000
618,CUST-00618,Company_618 Lda,Retail,Silver,150000
619,CUST-00619,Company_619 Lda,E-commerce,Bronze,50000
620,CUST-00620,Company_620 Lda,E-commerce,Silver,10000
621,CUST-00621,Company_621 Lda,Retail,Silver,50000
622,CUST-00622,Company_622 Lda,Retail,Bronze,10000
623,CUST-00623,Company_623 Lda,Pharmaceutical,Gold,10000
624,CUST-00624,Company_624 Lda,Automotive,Bronze,150000
625,CUST-00625,Company_625 Lda,Food Distributor,Gold,10000
626,CUST-00626,Company_626 Lda,Pharmaceutical,Silver,10000
627,CUST-00627,Company_627 Lda,Automotive,Silver,10000
628,CUST-00628,Company_628 Lda,E-commerce,Bronze,150000
629,CUST-00629,Company_629 Lda,Retail,Silver,50000
630,CUST-00630,Company_630 Lda,Retail,Bronze,50000
631,CUST-00631,Company_631 Lda,E-commerce,Bronze,50000
632,CUST-00632,Company_632 Lda,E-commerce,Bronze,10000
633,CUST-00633,Company_633 Lda,Food Distributor,Bronze,10000
634,CUST-00634,Company_634 Lda,Food Distributor,Bronze,10000
635,CUST-00635,Company_635 Lda,Retail,Silver,10000
636,CUST-00636,Company_636 Lda,Automotive,Silver,10000
637,CUST-00637,Company_637 Lda,Food Distributor,Bronze,150000
638,CUST-00638,Company_638 Lda,Retail,Silver,10000
639,CUST-00639,Company_639 Lda,Retail,Bronze,10000
640,CUST-00640,Company_640 Lda,Pharmaceutical,Silver,10000
641,CUST-00641,Company_641 Lda,Retail,Silver,10000
642,CUST-00642,Company_642 Lda,Pharmaceutical,Bronze,150000
643,CUST-00643,Company_643 Lda,Retail,Silver,10000
644,CUST-00644,Company_644 Lda,Pharmaceutical,Bronze,10000
645,CUST-00645,Company_645 Lda,Retail,Bronze,50000
646,CUST-00646,Company_646 Lda,E-commerce,Silver,10000
647,CUST-00647,Company_647 Lda,Food Distributor,Bronze,10000
648,CUST-00648,Company_648 Lda,Food Distributor,Bronze,10000
649,CUST-00649,Company_649 Lda,E-commerce,Bronze,50000
650,CUST-00650,Company_650 Lda,Automotive,Silver,500000
651,CUST-00651,Company_651 Lda,Retail,Bronze,50000
652,CUST-00652,Company_652 Lda,Food Distributor,Bronze,10000
653,CUST-00653,Company_653 Lda,Food Distributor,Silver,150000
654,CUST-00654,Company_654 Lda,E-commerce,Silver,10000
655,CUST-00655,Company_655 Lda,Automotive,Bronze,10000
656,CUST-00656,Company_656 Lda,Retail,Bronze,10000
657,CUST-00657,Company_657 Lda,Retail,Bronze,10000
658,CUST-00658,Company_658 Lda,Pharmaceutical,Bronze,50000
659,CUST-00659,Company_659 Lda,Food Distributor,Bronze,50000
660,CUST-00660,Company_660 Lda,Food Distributor,Silver,150000
661,CUST-00661,Company_661 Lda,Pharmaceutical,Silver,50000
662,CUST-00662,Company_662 Lda,Manufacturing,Silver,50000
663,CUST-00663,Company_663 Lda,Food Distributor,Bronze,10000
664,CUST-00664,Company_664 Lda,Retail,Silver,10000
665,CUST-00665,Company_665 Lda,Retail,Bronze,50000
666,CUST-00666,Company_666 Lda,Retail,Gold,10000
667,CUST-00667,Company_667 Lda,Retail,Silver,150000
668,CUST-00668,Company_668 Lda,Retail,Bronze,10000
669,CUST-00669,Company_669 Lda,Retail,Silver,10000
670,CUST-00670,Company_670 Lda,Retail,Bronze,10000
671,CUST-00671,Company_671 Lda,Retail,Silver,10000
672,CUST-00672,Company_672 Lda,E-commerce,Bronze,10000
673,CUST-00673,Company_673 Lda,Retail,Bronze,50000
674,CUST-00674,Company_674 Lda,Food Distributor,Silver,10000
675,CUST-00675,Company_675 Lda,Automotive,Bronze,50000
676,CUST-00676,Company_676 Lda,Manufacturing,Silver,10000
677,CUST-00677,Company_677 Lda,Retail,Bronze,10000
678,CUST-00678,Company_678 Lda,Pharmaceutical,Silver,10000
679,CUST-00679,Company_679 Lda,Manufacturing,Silver,150000
680,CUST-00680,Company_680 Lda,E-commerce,Bronze,10000
681,CUST-00681,Company_681 Lda,E-commerce,Bronze,50000
682,CUST-00682,Company_682 Lda,Retail,Bronze,10000
683,CUST-00683,Company_683 Lda,Retail,Bronze,50000
684,CUST-00684,Company_684 Lda,Food Distributor,Bronze,10000
685,CUST-00685,Company_685 Lda,Manufacturing,Silver,50000
686,CUST-00686,Company_686 Lda,Food Distributor,Gold,50000
687,CUST-00687,Company_687 Lda,Food Distributor,Silver,150000
688,CUST-00688,Company_688 Lda,Retail,Silver,10000
689,CUST-00689,Company_689 Lda,E-commerce,Silver,10000
690,CUST-00690,Company_690 Lda,Retail,Silver,10000
691,CUST-00691,Company_691 Lda,Pharmaceutical,Bronze,150000
692,CUST-00692,Company_692 Lda,Automotive,Gold,50000
693,CUST-00693,Company_693 Lda,Food Distributor,Silver,50000
694,CUST-00694,Company_694 Lda,Retail,Bronze,10000
695,CUST-00695,Company_695 Lda,Retail,Bronze,10000
696,CUST-00696,Company_696 Lda,Food Distributor,Bronze,10000
697,CUST-00697,Company_697 Lda,Retail,Bronze,500000
698,CUST-00698,Company_698 Lda,Food Distributor,Silver,50000
699,CUST-00699,Company_699 Lda,Retail,Bronze,150000
700,CUST-00700,Company_700 Lda,Automotive,Bronze,10000
701,CUST-00701,Company_701 Lda,Food Distributor,Gold,50000
702,CUST-00702,Company_702 Lda,Retail,Bronze,50000
703,CUST-00703,Company_703 Lda,Pharmaceutical,Bronze,10000
704,CUST-00704,Company_704 Lda,Retail,Bronze,150000
705,CUST-00705,Company_705 Lda,Retail,Silver,150000
706,CUST-00706,Company_706 Lda,Manufacturing,Gold,150000
707,CUST-00707,Company_707 Lda,Pharmaceutical,Bronze,50000
708,CUST-00708,Company_708 Lda,E-commerce,Silver,10000
709,CUST-00709,Company_709 Lda,Retail,Bronze,10000
710,CUST-00710,Company_710 Lda,Food Distributor,Gold,500000
711,CUST-00711,Company_711 Lda,E-commerce,Silver,10000
712,CUST-00712,Company_712 Lda,Food Distributor,Silver,50000
713,CUST-00713,Company_713 Lda,Automotive,Bronze,50000
714,CUST-00714,Company_714 Lda,Automotive,Gold,50000
715,CUST-00715,Company_715 Lda,Pharmaceutical,Silver,500000
716,CUST-00716,Company_716 Lda,Manufacturing,Bronze,10000
717,CUST-00717,Company_717 Lda,E-commerce,Silver,10000
718,CUST-00718,Company_718 Lda,Manufacturing,Bronze,10000
719,CUST-00719,Company_719 Lda,Retail,Silver,10000
720,CUST-00720,Company_720 Lda,E-commerce,Bronze,10000
721,CUST-00721,Company_721 Lda,Manufacturing,Silver,10000
722,CUST-00722,Company_722 Lda,Retail,Bronze,150000
723,CUST-00723,Company_723 Lda,Retail,Bronze,150000
724,CUST-00724,Company_724 Lda,E-commerce,Bronze,10000
725,CUST-00725,Company_725 Lda,Food Distributor,Bronze,10000
726,CUST-00726,Company_726 Lda,E-commerce,Bronze,150000
727,CUST-00727,Company_727 Lda,Retail,Bronze,10000
728,CUST-00728,Company_728 Lda,E-commerce,Bronze,10000
729,CUST-00729,Company_729 Lda,Retail,Bronze,10000
730,CUST-00730,Company_730 Lda,Retail,Bronze,50000
731,CUST-00731,Company_731 Lda,Retail,Silver,10000
732,CUST-00732,Company_732 Lda,E-commerce,Bronze,500000
733,CUST-00733,Company_733 Lda,Food Distributor,Gold,10000
734,CUST-00734,Company_734 Lda,Food Distributor,Silver,50000
735,CUST-00735,Company_735 Lda,Pharmaceutical,Silver,10000
736,CUST-00736,Company_736 Lda,E-commerce,Bronze,10000
737,CUST-00737,Company_737 Lda,Pharmaceutical,Silver,50000
738,CUST-00738,Company_738 Lda,E-commerce,Bronze,50000
739,CUST-00739,Company_739 Lda,Automotive,Bronze,50000
740,CUST-00740,Company_740 Lda,Pharmaceutical,Bronze,50000
741,CUST-00741,Company_741 Lda,Automotive,Silver,150000
742,CUST-00742,Company_742 Lda,Pharmaceutical,Bronze,150000
743,CUST-00743,Company_743 Lda,E-commerce,Bronze,50000
744,CUST-00744,Company_744 Lda,Food Distributor,Gold,10000
745,CUST-00745,Company_745 Lda,Retail,Silver,10000
746,CUST-00746,Company_746 Lda,E-commerce,Bronze,10000
747,CUST-00747,Company_747 Lda,Pharmaceutical,Bronze,50000
748,CUST-00748,Company_748 Lda,Food Distributor,Silver,10000
749,CUST-00749,Company_749 Lda,Manufacturing,Bronze,10000
750,CUST-00750,Company_750 Lda,Food Distributor,Bronze,150000
751,CUST-00751,Company_751 Lda,Retail,Bronze,150000
752,CUST-00752,Company_752 Lda,Manufacturing,Gold,150000
753,CUST-00753,Company_753 Lda,Food Distributor,Silver,10000
754,CUST-00754,Company_754 Lda,Pharmaceutical,Silver,50000
755,CUST-00755,Company_755 Lda,Retail,Silver,10000
756,CUST-00756,Company_756 Lda,E-commerce,Bronze,10000
757,CUST-00757,Company_757 Lda,Food Distributor,Bronze,10000
758,CUST-00758,Company_758 Lda,Food Distributor,Bronze,10000
759,CUST-00759,Company_759 Lda,E-commerce,Bronze,10000
760,CUST-00760,Company_760 Lda,E-commerce,Bronze,150000
761,CUST-00761,Company_761 Lda,Retail,Silver,10000
762,CUST-00762,Company_762 Lda,Pharmaceutical,Silver,50000
763,CUST-00763,Company_763 Lda,Retail,Silver,50000
764,CUST-00764,Company_764 Lda,E-commerce,Bronze,10000
765,CUST-00765,Company_765 Lda,Retail,Silver,10000
766,CUST-00766,Company_766 Lda,Food Distributor,Silver,10000
767,CUST-00767,Company_767 Lda,E-commerce,Bronze,50000
768,CUST-00768,Company_768 Lda,E-commerce,Silver,10000
769,CUST-00769,Company_769 Lda,Pharmaceutical,Bronze,10000
770,CUST-00770,Company_770 Lda,E-commerce,Bronze,10000
771,CUST-00771,Company_771 Lda,Retail,Bronze,50000
772,CUST-00772,Company_772 Lda,E-commerce,Bronze,150000
773,CUST-00773,Company_773 Lda,Retail,Bronze,10000
774,CUST-00774,Company_774 Lda,Pharmaceutical,Silver,50000
775,CUST-00775,Company_775 Lda,E-commerce,Gold,50000
776,CUST-00776,Company_776 Lda,Retail,Silver,150000
777,CUST-00777,Company_777 Lda,Retail,Silver,150000
778,CUST-00778,Company_778 Lda,E-commerce,Bronze,50000
779,CUST-00779,Company_779 Lda,E-commerce,Silver,50000
780,CUST-00780,Company_780 Lda,Food Distributor,Bronze,150000
781,CUST-00781,Company_781 Lda,Food Distributor,Bronze,10000
782,CUST-00782,Company_782 Lda,Food Distributor,Bronze,10000
783,CUST-00783,Company_783 Lda,Retail,Bronze,10000
784,CUST-00784,Company_784 Lda,Pharmaceutical,Bronze,150000
785,CUST-00785,Company_785 Lda,Retail,Bronze,150000
786,CUST-00786,Company_786 Lda,Manufacturing,Bronze,10000
787,CUST-00787,Company_787 Lda,Food Distributor,Gold,50000
788,CUST-00788,Company_788 Lda,Automotive,Bronze,10000
789,CUST-00789,Company_789 Lda,Automotive,Bronze,10000
790,CUST-00790,Company_790 Lda,Manufacturing,Bronze,500000
791,CUST-00791,Company_791 Lda,Retail,Silver,10000
792,CUST-00792,Company_792 Lda,Food Distributor,Bronze,10000
793,CUST-00793,Company_793 Lda,Food Distributor,Bronze,50000
794,CUST-00794,Company_794 Lda,Food Distributor,Bronze,50000
795,CUST-00795,Company_795 Lda,Retail,Bronze,10000
796,CUST-00796,Company_796 Lda,E-commerce,Bronze,50000
797,CUST-00797,Company_797 Lda,Manufacturing,Bronze,50000
798,CUST-00798,Company_798 Lda,Food Distributor,Bronze,10000
799,CUST-00799,Company_799 Lda,Food Distributor,Bronze,10000
800,CUST-00800,Company_800 Lda,Manufacturing,Bronze,50000
801,CUST-00801,Company_801 Lda,E-commerce,Silver,10000
802,CUST-00802,Company_802 Lda,Retail,Bronze,150000
803,CUST-00803,Company_803 Lda,Food Distributor,Bronze,150000
804,CUST-00804,Company_804 Lda,Food Distributor,Bronze,500000
805,CUST-00805,Company_805 Lda,Automotive,Gold,10000
806,CUST-00806,Company_806 Lda,E-commerce,Bronze,500000
807,CUST-00807,Company_807 Lda,Manufacturing,Bronze,10000
808,CUST-00808,Company_808 Lda,Manufacturing,Silver,10000
809,CUST-00809,Company_809 Lda,Automotive,Bronze,10000
810,CUST-00810,Company_810 Lda,Retail,Bronze,10000
811,CUST-00811,Company_811 Lda,Manufacturing,Bronze,50000
812,CUST-00812,Company_812 Lda,E-commerce,Silver,10000
813,CUST-00813,Company_813 Lda,Retail,Bronze,10000
814,CUST-00814,Company_814 Lda,Manufacturing,Silver,50000
815,CUST-00815,Company_815 Lda,E-commerce,Gold,10000
816,CUST-00816,Company_816 Lda,Food Distributor,Bronze,50000
817,CUST-00817,Company_817 Lda,Food Distributor,Bronze,10000
818,CUST-00818,Company_818 Lda,Pharmaceutical,Bronze,150000
819,CUST-00819,Company_819 Lda,Retail,Bronze,150000
820,CUST-00820,Company_820 Lda,Pharmaceutical,Bronze,10000
821,CUST-00821,Company_821 Lda,E-commerce,Gold,10000
822,CUST-00822,Company_822 Lda,Retail,Silver,10000
823,CUST-00823,Company_823 Lda,Pharmaceutical,Silver,150000
824,CUST-00824,Company_824 Lda,Pharmaceutical,Bronze,10000
825,CUST-00825,Company_825 Lda,Food Distributor,Silver,10000
826,CUST-00826,Company_826 Lda,Manufacturing,Gold,10000
827,CUST-00827,Company_827 Lda,Pharmaceutical,Silver,10000
828,CUST-00828,Company_828 Lda,Pharmaceutical,Bronze,10000
829,CUST-00829,Company_829 Lda,E-commerce,Silver,150000
830,CUST-00830,Company_830 Lda,Automotive,Bronze,10000
831,CUST-00831,Company_831 Lda,Retail,Bronze,10000
832,CUST-00832,Company_832 Lda,Automotive,Bronze,150000
833,CUST-00833,Company_833 Lda,Retail,Silver,150000
834,CUST-00834,Company_834 Lda,Retail,Silver,10000
835,CUST-00835,Company_835 Lda,Automotive,Bronze,10000
836,CUST-00836,Company_836 Lda,Automotive,Bronze,10000
837,CUST-00837,Company_837 Lda,Manufacturing,Bronze,150000
838,CUST-00838,Company_838 Lda,Pharmaceutical,Bronze,10000
839,CUST-00839,Company_839 Lda,Food Distributor,Bronze,150000
840,CUST-00840,Company_840 Lda,Food Distributor,Bronze,50000
841,CUST-00841,Company_841 Lda,Retail,Silver,50000
842,CUST-00842,Company_842 Lda,Food Distributor,Bronze,10000
843,CUST-00843,Company_843 Lda,Retail,Bronze,10000
844,CUST-00844,Company_844 Lda,Manufacturing,Bronze,10000
845,CUST-00845,Company_845 Lda,Retail,Gold,10000
846,CUST-00846,Company_846 Lda,Automotive,Silver,50000
847,CUST-00847,Company_847 Lda,Retail,Silver,500000
848,CUST-00848,Company_848 Lda,Manufacturing,Bronze,50000
849,CUST-00849,Company_849 Lda,Food Distributor,Bronze,50000
850,CUST-00850,Company_850 Lda,Food Distributor,Bronze,10000
851,CUST-00851,Company_851 Lda,Retail,Silver,10000
852,CUST-00852,Company_852 Lda,E-commerce,Gold,10000
853,CUST-00853,Company_853 Lda,Retail,Silver,50000
854,CUST-00854,Company_854 Lda,E-commerce,Silver,150000
855,CUST-00855,Company_855 Lda,Retail,Silver,50000
856,CUST-00856,Company_856 Lda,Retail,Bronze,10000
857,CUST-00857,Company_857 Lda,Retail,Gold,10000
858,CUST-00858,Company_858 Lda,Automotive,Bronze,50000
859,CUST-00859,Company_859 Lda,Food Distributor,Bronze,10000
860,CUST-00860,Company_860 Lda,Retail,Bronze,150000
861,CUST-00861,Company_861 Lda,E-commerce,Bronze,150000
862,CUST-00862,Company_862 Lda,Automotive,Bronze,50000
863,CUST-00863,Company_863 Lda,Food Distributor,Bronze,10000
864,CUST-00864,Company_864 Lda,Automotive,Bronze,10000
865,CUST-00865,Company_865 Lda,Automotive,Bronze,10000
866,CUST-00866,Company_866 Lda,Food Distributor,Bronze,10000
867,CUST-00867,Company_867 Lda,Retail,Bronze,10000
868,CUST-00868,Company_868 Lda,Retail,Bronze,50000
869,CUST-00869,Company_869 Lda,E-commerce,Bronze,50000
870,CUST-00870,Company_870 Lda,Manufacturing,Silver,10000
871,CUST-00871,Company_871 Lda,Pharmaceutical,Silver,10000
872,CUST-00872,Company_872 Lda,Retail,Silver,10000
873,CUST-00873,Company_873 Lda,Food Distributor,Silver,10000
874,CUST-00874,Company_874 Lda,Automotive,Bronze,150000
875,CUST-00875,Company_875 Lda,Retail,Silver,10000
876,CUST-00876,Company_876 Lda,Retail,Bronze,10000
877,CUST-00877,Company_877 Lda,E-commerce,Bronze,10000
878,CUST-00878,Company_878 Lda,Food Distributor,Silver,150000
879,CUST-00879,Company_879 Lda,Retail,Bronze,50000
880,CUST-00880,Company_880 Lda,Retail,Silver,10000
881,CUST-00881,Company_881 Lda,Retail,Silver,50000
882,CUST-00882,Company_882 Lda,Food Distributor,Silver,50000
883,CUST-00883,Company_883 Lda,Retail,Gold,500000
884,CUST-00884,Company_884 Lda,Retail,Bronze,10000
