OrderKey,DateKey,CustomerKey,BranchKey,ProductKey,Qty,UnitPrice,Discount,NetRevenue
112698,20240912,75,1,184,14,412.43,0.0,5774.02
112699,20230521,875,4,202,83,412.43,0.0,34231.69
112700,20250620,243,4,144,66,412.43,0.0,27220.38
112701,20241018,1395,4,478,89,412.43,3670.63,33035.64000000001
112702,20250328,1323,3,485,80,412.43,0.0,32994.4
112703,20240505,281,4,15,46,412.43,0.0,18971.78
112704,20240315,527,2,394,88,412.43,0.0,36293.840000000004
112705,20230521,522,4,139,83,412.43,0.0,34231.69
112706,20240901,1428,3,250,37,412.43,0.0,15259.91
112707,20240822,272,4,37,38,412.43,0.0,15672.34
112708,20240703,381,2,236,52,412.43,0.0,21446.36
112709,20250420,1122,1,202,40,412.43,1649.72,14847.480000000001
112710,20250805,213,3,440,34,412.43,0.0,14022.62
112711,20250504,1070,4,23,41,412.43,0.0,16909.63
112712,20230713,636,1,14,9,412.43,0.0,3711.87
112713,20241203,504,1,448,94,412.43,0.0,38768.42
112714,20230429,1256,3,54,5,412.43,0.0,2062.15
112715,20250214,129,3,138,7,412.43,0.0,2887.01
112716,20240316,1336,3,484,81,412.43,0.0,33406.83
112717,20230701,46,4,136,54,412.43,0.0,22271.22
112718,20250907,955,4,410,27,412.43,0.0,11135.61
112719,20241127,1470,3,2,48,412.43,0.0,19796.64
112720,20240204,462,2,288,42,412.43,0.0,17322.06
112721,20230219,445,4,359,82,412.43,0.0,33819.26
112722,20240917,979,3,215,98,412.43,0.0,40418.14
112723,20251108,776,4,125,17,412.43,0.0,7011.31
112724,20241113,553,3,351,80,412.43,0.0,32994.4
112725,20251213,1167,3,103,29,412.43,0.0,11960.47
112726,20230705,556,1,284,13,412.43,0.0,5361.59
112727,20241019,1279,4,88,7,412.43,0.0,2887.01
112728,20250630,641,4,163,35,412.43,0.0,14435.050000000001
112729,20240903,111,3,434,38,412.43,0.0,15672.34
112730,20230512,1023,3,67,90,412.43,0.0,37118.7
112731,20241102,225,3,90,85,412.43,0.0,35056.55
112732,20241125,1217,1,375,3,412.43,0.0,1237.29
112733,20250404,1141,2,41,25,412.43,0.0,10310.75
112734,20250516,418,1,184,9,412.43,0.0,3711.87
112735,20250528,388,1,78,10,412.43,0.0,4124.3
112736,20241229,849,2,132,26,412.43,0.0,10723.18
112737,20231001,1410,3,275,96,412.43,3959.33,35633.95
112738,20240416,423,4,364,78,412.43,0.0,32169.54
112739,20250603,1279,4,384,58,412.43,2392.09,21528.85
112740,20251202,950,4,17,22,412.43,0.0,9073.460000000001
112741,20230427,1322,2,137,47,412.43,0.0,19384.21
112742,20240915,410,2,485,42,412.43,1732.21,15589.850000000002
112743,20231218,795,2,5,43,412.43,0.0,17734.49
112744,20231010,921,4,158,97,412.43,0.0,40005.71
112745,20240812,797,4,251,81,412.43,0.0,33406.83
112746,20241121,366,1,348,34,412.43,0.0,14022.62
112747,20230116,466,3,312,9,412.43,0.0,3711.87
112748,20250608,1395,3,97,8,412.43,0.0,3299.44
112749,20250723,444,1,346,86,412.43,3546.9,31922.08
112750,20251209,346,3,254,21,412.43,0.0,8661.03
112751,20230821,597,4,66,65,412.43,0.0,26807.95
112752,20241111,1429,1,404,2,412.43,0.0,824.86
112753,20240514,1160,1,80,15,412.43,0.0,6186.45
112754,20240103,373,1,164,40,412.43,1649.72,14847.480000000001
112755,20241017,322,2,338,1,412.43,0.0,412.43
112756,20250611,226,2,427,94,412.43,0.0,38768.42
112757,20230206,1137,4,451,22,412.43,0.0,9073.460000000001
112758,20251212,18,4,231,16,412.43,0.0,6598.88
112759,20250712,849,3,329,95,412.43,3918.08,35262.77
112760,20250504,771,3,145,86,412.43,0.0,35468.98
112761,20250515,853,3,427,52,412.43,0.0,21446.36
112762,20240326,595,1,335,85,412.43,0.0,35056.55
112763,20250505,1339,2,14,22,412.43,907.35,8166.110000000001
112764,20240323,122,3,281,59,412.43,2433.34,21900.03
112765,20251017,1440,1,295,21,412.43,0.0,8661.03
112766,20230818,11,3,52,98,412.43,4041.81,36376.33
112767,20231205,181,4,360,94,412.43,0.0,38768.42
112768,20241003,413,3,123,44,412.43,0.0,18146.920000000002
112769,20231223,388,4,366,52,412.43,2144.64,19301.72
112770,20240512,220,3,369,62,412.43,0.0,25570.66
112771,20240729,1161,3,377,78,412.43,0.0,32169.54
112772,20250831,313,2,164,36,412.43,0.0,14847.48
112773,20240831,1190,3,139,77,412.43,0.0,31757.11
112774,20240216,961,3,116,8,412.43,0.0,3299.44
112775,20231101,419,4,447,84,412.43,0.0,34644.12
112776,20240422,431,3,216,53,412.43,2185.88,19672.91
112777,20240823,34,2,485,36,412.43,0.0,14847.48
112778,20250428,319,4,309,92,412.43,0.0,37943.56
112779,20230617,1289,2,83,74,412.43,0.0,30519.82
112780,20231007,275,4,226,16,412.43,0.0,6598.88
112781,20240313,1434,3,145,21,412.43,0.0,8661.03
112782,20240213,1198,3,455,80,412.43,0.0,32994.4
112783,20240330,1336,2,386,60,412.43,0.0,24745.8
112784,20250624,266,3,138,27,412.43,1113.56,10022.050000000001
112785,20231226,632,2,413,86,412.43,0.0,35468.98
112786,20240808,683,2,449,24,412.43,989.83,8908.49
112787,20241204,1438,1,403,28,412.43,1154.8,10393.240000000002
112788,20231017,552,3,403,97,412.43,0.0,40005.71
112789,20250321,183,3,128,49,412.43,0.0,20209.07
112790,20240928,442,2,315,20,412.43,0.0,8248.6
112791,20240608,1480,3,93,49,412.43,0.0,20209.07
112792,20250712,490,2,188,24,412.43,0.0,9898.32
112793,20231028,1071,3,56,71,412.43,0.0,29282.53
112794,20251002,973,3,398,65,412.43,0.0,26807.95
112795,20241012,293,1,352,83,412.43,0.0,34231.69
112796,20241123,79,4,130,43,412.43,0.0,17734.49
112797,20250922,1209,2,41,73,412.43,0.0,30107.39
112798,20250720,611,3,463,6,412.43,0.0,2474.58
112799,20241117,899,3,471,7,412.43,0.0,2887.01
112800,20250507,1496,4,454,6,412.43,247.46,2227.12
112801,20240523,557,1,50,20,412.43,0.0,8248.6
112802,20240929,599,3,356,65,412.43,2680.8,24127.15
112803,20230404,329,4,357,45,412.43,0.0,18559.35
112804,20230511,399,3,322,20,412.43,0.0,8248.6
112805,20250802,658,2,183,65,412.43,0.0,26807.95
112806,20230401,1320,1,20,13,412.43,0.0,5361.59
112807,20230809,3,3,489,36,412.43,0.0,14847.48
112808,20250627,1338,4,294,61,412.43,2515.82,22642.41
112809,20230102,1351,2,473,7,412.43,0.0,2887.01
112810,20231129,1374,4,55,96,412.43,0.0,39593.28
112811,20241103,219,1,405,68,412.43,0.0,28045.24
112812,20241112,671,3,16,5,412.43,0.0,2062.15
112813,20250604,299,2,411,55,412.43,2268.37,20415.280000000002
112814,20240812,667,2,309,19,412.43,0.0,7836.17
112815,20240816,155,4,231,3,412.43,0.0,1237.29
112816,20250330,989,4,361,25,412.43,1031.08,9279.67
112817,20240805,1349,4,350,8,412.43,0.0,3299.44
112818,20241122,1027,3,136,89,412.43,0.0,36706.270000000004
112819,20251016,871,3,72,36,412.43,1484.75,13362.73
112820,20240412,653,4,321,73,412.43,3010.74,27096.65
112821,20240320,865,2,432,36,412.43,1484.75,13362.73
112822,20230106,1084,2,125,46,412.43,0.0,18971.78
112823,20241126,596,4,236,11,412.43,453.67,4083.0600000000004
112824,20230217,1222,2,23,51,412.43,2103.39,18930.54
112825,20240810,363,3,225,34,412.43,1402.26,12620.36
112826,20250706,849,4,327,95,412.43,0.0,39180.85
112827,20241002,891,4,348,60,412.43,2474.58,22271.22
112828,20231118,1185,2,205,29,412.43,0.0,11960.47
112829,20250615,518,4,297,20,412.43,824.86,7423.740000000001
112830,20231118,886,1,18,8,412.43,0.0,3299.44
112831,20250410,448,2,157,76,412.43,0.0,31344.68
112832,20241124,489,3,243,5,412.43,0.0,2062.15
112833,20230810,1006,4,485,59,412.43,2433.34,21900.03
112834,20251023,1019,1,30,9,412.43,371.19,3340.68
112835,20230913,455,2,499,40,412.43,0.0,16497.2
112836,20251225,947,3,279,16,412.43,0.0,6598.88
112837,20230112,323,1,400,87,412.43,0.0,35881.41
112838,20231113,869,2,468,73,412.43,0.0,30107.39
112839,20230912,1430,3,368,36,412.43,0.0,14847.48
112840,20230123,998,4,467,82,412.43,0.0,33819.26
112841,20250409,1480,3,33,43,412.43,0.0,17734.49
112842,20250212,792,3,3,4,412.43,0.0,1649.72
112843,20250623,1229,2,209,79,412.43,0.0,32581.97
112844,20231108,321,2,370,46,412.43,1897.18,17074.6
112845,20240605,1205,3,370,6,412.43,0.0,2474.58
112846,20241227,1152,2,51,78,412.43,0.0,32169.54
112847,20240530,937,2,266,84,412.43,0.0,34644.12
112848,20250218,100,3,337,31,412.43,1278.53,11506.8
112849,20241210,800,4,238,64,412.43,0.0,26395.52
112850,20230610,327,2,287,68,412.43,0.0,28045.24
112851,20250609,242,1,3,78,412.43,0.0,32169.54
112852,20250324,45,1,380,24,412.43,989.83,8908.49
112853,20241224,1056,3,419,6,412.43,0.0,2474.58
112854,20230725,540,3,33,13,412.43,0.0,5361.59
112855,20231117,1377,1,308,65,412.43,2680.8,24127.15
112856,20240401,750,3,439,44,412.43,0.0,18146.920000000002
112857,20231127,782,4,296,4,412.43,0.0,1649.72
112858,20231013,653,3,35,35,412.43,1443.5,12991.550000000001
112859,20250707,1458,4,36,36,412.43,0.0,14847.48
112860,20241213,1192,1,346,48,412.43,1979.66,17816.98
112861,20241017,1455,3,441,58,412.43,0.0,23920.94
112862,20231011,113,4,439,33,412.43,0.0,13610.19
112863,20251104,625,3,128,2,412.43,0.0,824.86
112864,20230902,475,1,88,89,412.43,0.0,36706.270000000004
112865,20250626,1310,4,414,84,412.43,0.0,34644.12
112866,20251210,1025,1,106,44,412.43,0.0,18146.920000000002
112867,20250402,418,3,142,19,412.43,0.0,7836.17
112868,20251227,187,1,43,10,412.43,0.0,4124.3
112869,20241221,449,3,427,75,412.43,0.0,30932.25
112870,20231003,682,2,300,3,412.43,0.0,1237.29
112871,20230917,978,4,179,78,412.43,0.0,32169.54
112872,20231226,754,4,312,68,412.43,0.0,28045.24
112873,20230112,1299,3,384,38,412.43,0.0,15672.34
112874,20250124,909,4,469,85,412.43,0.0,35056.55
112875,20231118,23,2,339,73,412.43,0.0,30107.39
112876,20250718,1090,3,211,80,412.43,0.0,32994.4
112877,20240211,1411,4,387,94,412.43,0.0,38768.42
112878,20240716,1110,3,37,70,412.43,0.0,28870.100000000002
112879,20251210,932,3,11,35,412.43,1443.5,12991.550000000001
112880,20231027,712,3,107,8,412.43,0.0,3299.44
112881,20250325,1111,2,235,64,412.43,0.0,26395.52
112882,20250509,328,3,423,96,412.43,3959.33,35633.95
112883,20231006,857,1,220,49,412.43,0.0,20209.07
112884,20240807,960,4,275,48,412.43,0.0,19796.64
112885,20240128,1163,4,326,11,412.43,0.0,4536.7300000000005
112886,20250529,235,1,143,79,412.43,0.0,32581.97
112887,20241203,774,4,63,43,412.43,1773.45,15961.04
112888,20240711,874,4,442,70,412.43,0.0,28870.100000000002
112889,20250607,1002,1,279,22,412.43,0.0,9073.460000000001
112890,20231020,1010,3,213,89,412.43,3670.63,33035.64000000001
112891,20250507,228,4,406,69,412.43,0.0,28457.670000000002
112892,20250911,82,3,425,80,412.43,0.0,32994.4
112893,20250927,673,3,153,67,412.43,0.0,27632.81
112894,20250612,189,4,364,30,412.43,0.0,12372.9
112895,20240421,18,4,114,50,412.43,0.0,20621.5
112896,20251220,1031,3,175,97,412.43,0.0,40005.71
112897,20240313,1309,3,270,81,412.43,0.0,33406.83
112898,20241213,1221,1,429,83,412.43,3423.17,30808.520000000004
112899,20230801,400,4,415,1,412.43,0.0,412.43
112900,20251219,735,2,20,33,412.43,0.0,13610.19
112901,20250301,965,1,229,80,412.43,0.0,32994.4
112902,20250507,74,1,314,63,412.43,0.0,25983.09
112903,20230409,413,1,289,30,412.43,0.0,12372.9
112904,20250519,413,4,462,56,412.43,2309.61,20786.47
112905,20250601,1040,4,352,48,412.43,0.0,19796.64
112906,20250108,260,3,82,59,412.43,0.0,24333.37
112907,20231205,1089,1,320,5,412.43,0.0,2062.15
112908,20240726,1096,4,388,24,412.43,0.0,9898.32
112909,20230605,988,4,396,60,412.43,2474.58,22271.22
112910,20240707,641,4,307,34,412.43,0.0,14022.62
112911,20231028,506,1,437,59,412.43,0.0,24333.37
112912,20240126,1155,3,83,90,412.43,0.0,37118.7
112913,20230802,754,3,431,14,412.43,0.0,5774.02
112914,20231015,66,3,168,56,412.43,0.0,23096.08
112915,20230424,825,3,420,79,412.43,0.0,32581.97
112916,20251105,1381,1,273,16,412.43,659.89,5938.99
112917,20240908,1483,4,300,54,412.43,2227.12,20044.100000000002
112918,20240405,878,3,492,94,412.43,0.0,38768.42
112919,20240914,1298,1,398,57,412.43,0.0,23508.510000000002
112920,20241207,1130,4,18,61,412.43,0.0,25158.23
112921,20251107,1063,1,254,28,412.43,1154.8,10393.240000000002
112922,20230819,488,1,406,44,412.43,1814.69,16332.230000000001
112923,20231207,636,2,281,61,412.43,0.0,25158.23
112924,20251216,1145,3,362,7,412.43,288.7,2598.3100000000004
112925,20240301,596,3,384,45,412.43,0.0,18559.35
112926,20230206,209,2,393,27,412.43,0.0,11135.61
112927,20230717,775,3,245,61,412.43,2515.82,22642.41
112928,20230212,951,1,84,11,412.43,453.67,4083.0600000000004
112929,20251225,112,3,116,96,412.43,0.0,39593.28
112930,20231126,1425,4,399,21,412.43,0.0,8661.03
112931,20251108,580,1,164,82,412.43,0.0,33819.26
112932,20251229,892,4,46,40,412.43,1649.72,14847.480000000001
112933,20241116,734,1,324,44,412.43,0.0,18146.920000000002
112934,20230223,1,3,132,3,412.43,0.0,1237.29
112935,20230501,759,4,187,56,412.43,0.0,23096.08
112936,20240717,1315,4,376,43,412.43,1773.45,15961.04
112937,20240418,1100,2,328,29,412.43,0.0,11960.47
112938,20241121,401,2,418,14,412.43,0.0,5774.02
112939,20240529,668,2,353,89,412.43,0.0,36706.270000000004
112940,20251116,750,2,499,19,412.43,783.62,7052.55
112941,20240914,951,4,493,41,412.43,1690.96,15218.670000000002
112942,20250213,803,2,48,81,412.43,3340.68,30066.15
112943,20251015,896,3,479,81,412.43,0.0,33406.83
112944,20230716,531,2,121,26,412.43,1072.32,9650.86
112945,20231015,1117,3,240,92,412.43,3794.36,34149.2
112946,20230601,499,4,190,94,412.43,0.0,38768.42
112947,20230709,592,2,357,28,412.43,0.0,11548.04
112948,20240819,772,2,456,79,412.43,0.0,32581.97
112949,20231224,1429,3,251,45,412.43,0.0,18559.35
112950,20240510,625,3,396,17,412.43,701.13,6310.18
112951,20251220,115,3,124,73,412.43,0.0,30107.39
112952,20230727,574,1,37,92,412.43,0.0,37943.56
112953,20240921,851,1,74,83,412.43,0.0,34231.69
112954,20230522,1331,2,397,32,412.43,0.0,13197.76
112955,20231222,1140,4,69,9,412.43,0.0,3711.87
112956,20240905,1132,3,129,29,412.43,0.0,11960.47
112957,20251127,1242,3,25,12,412.43,0.0,4949.16
112958,20240329,716,2,201,24,412.43,0.0,9898.32
112959,20230408,37,3,141,38,412.43,0.0,15672.34
112960,20240325,36,4,378,5,412.43,0.0,2062.15
112961,20230715,325,2,267,33,412.43,0.0,13610.19
112962,20231015,643,1,229,68,412.43,0.0,28045.24
112963,20241130,399,3,63,71,412.43,0.0,29282.53
112964,20230412,963,4,371,96,412.43,0.0,39593.28
112965,20240629,333,3,29,90,412.43,3711.87,33406.829999999994
112966,20241123,709,3,285,67,412.43,0.0,27632.81
112967,20240509,1385,3,136,24,412.43,0.0,9898.32
112968,20230131,279,4,9,70,412.43,0.0,28870.100000000002
112969,20251222,47,3,295,35,412.43,0.0,14435.050000000001
112970,20240224,1238,3,99,30,412.43,0.0,12372.9
112971,20250606,730,3,297,29,412.43,0.0,11960.47
112972,20231227,159,3,182,51,412.43,2103.39,18930.54
112973,20240710,35,3,232,73,412.43,0.0,30107.39
112974,20240325,488,4,153,12,412.43,0.0,4949.16
112975,20240116,825,3,353,47,412.43,0.0,19384.21
112976,20230205,510,2,92,13,412.43,0.0,5361.59
112977,20240213,629,2,114,6,412.43,0.0,2474.58
112978,20251008,918,3,318,93,412.43,3835.6,34520.39
112979,20250207,661,4,183,21,412.43,0.0,8661.03
112980,20230715,1261,1,19,34,412.43,0.0,14022.62
112981,20241109,1383,1,193,51,412.43,0.0,21033.93
112982,20251010,1071,4,288,88,412.43,0.0,36293.840000000004
112983,20250223,1125,1,80,11,412.43,0.0,4536.7300000000005
112984,20230718,778,3,153,93,412.43,3835.6,34520.39
112985,20250914,598,4,241,46,412.43,0.0,18971.78
112986,20231211,1452,3,179,7,412.43,0.0,2887.01
112987,20240616,947,3,383,24,412.43,0.0,9898.32
112988,20240903,402,4,142,48,412.43,0.0,19796.64
112989,20250825,867,4,165,27,412.43,0.0,11135.61
112990,20251114,998,3,114,56,412.43,0.0,23096.08
112991,20251113,294,1,102,46,412.43,0.0,18971.78
112992,20230113,548,3,196,59,412.43,0.0,24333.37
112993,20251107,1340,1,66,26,412.43,0.0,10723.18
112994,20230325,708,1,457,34,412.43,1402.26,12620.36
112995,20231115,237,1,138,55,412.43,0.0,22683.65
112996,20240822,864,1,460,86,412.43,0.0,35468.98
112997,20240716,842,3,237,58,412.43,0.0,23920.94
112998,20241119,747,4,127,66,412.43,2722.04,24498.34
112999,20240715,1453,1,222,36,412.43,0.0,14847.48
113000,20251117,330,3,133,74,412.43,0.0,30519.82
113001,20231025,459,3,426,95,412.43,0.0,39180.85
113002,20231122,1037,2,415,11,412.43,0.0,4536.7300000000005
113003,20251106,185,2,243,39,412.43,0.0,16084.77
113004,20230424,1002,1,322,23,412.43,0.0,9485.89
113005,20241123,82,3,469,68,412.43,0.0,28045.24
113006,20250124,1391,1,111,7,412.43,0.0,2887.01
113007,20240812,313,1,384,91,412.43,0.0,37531.13
113008,20250213,1189,3,67,36,412.43,0.0,14847.48
113009,20230813,943,3,321,36,412.43,1484.75,13362.73
113010,20250827,523,3,275,27,412.43,0.0,11135.61
113011,20230709,910,3,172,38,412.43,0.0,15672.34
113012,20240411,687,3,266,25,412.43,0.0,10310.75
113013,20230422,103,3,320,98,412.43,0.0,40418.14
113014,20240926,1366,2,379,16,412.43,659.89,5938.99
113015,20250105,1183,1,465,90,412.43,0.0,37118.7
113016,20251122,787,4,168,36,412.43,0.0,14847.48
113017,20250418,1170,2,431,67,412.43,0.0,27632.81
113018,20240921,1210,1,434,99,412.43,4083.06,36747.51
113019,20251115,710,4,194,36,412.43,0.0,14847.48
113020,20240714,1225,3,375,93,412.43,0.0,38355.99
113021,20241012,30,3,225,22,412.43,0.0,9073.460000000001
113022,20241113,1187,1,44,95,412.43,0.0,39180.85
113023,20240424,529,4,466,18,412.43,742.37,6681.37
113024,20250812,746,2,402,61,412.43,2515.82,22642.41
113025,20230826,912,1,54,53,412.43,0.0,21858.79
113026,20241006,1249,1,448,80,412.43,3299.44,29694.960000000003
113027,20250326,324,3,235,73,412.43,0.0,30107.39
113028,20251022,801,4,65,52,412.43,0.0,21446.36
113029,20251002,506,2,189,29,412.43,0.0,11960.47
113030,20240815,754,2,325,66,412.43,0.0,27220.38
113031,20241216,1268,1,325,47,412.43,0.0,19384.21
113032,20240402,779,3,267,6,412.43,0.0,2474.58
113033,20240703,772,2,33,86,412.43,0.0,35468.98
113034,20251024,1215,4,165,41,412.43,1690.96,15218.670000000002
113035,20251114,1267,4,368,53,412.43,0.0,21858.79
113036,20251013,517,3,72,63,412.43,0.0,25983.09
113037,20230707,1216,3,66,8,412.43,0.0,3299.44
113038,20250824,853,1,209,3,412.43,0.0,1237.29
113039,20251128,717,3,239,92,412.43,0.0,37943.56
113040,20240215,626,2,471,28,412.43,0.0,11548.04
113041,20240826,291,3,467,49,412.43,0.0,20209.07
113042,20250607,1050,4,240,67,412.43,2763.28,24869.530000000002
113043,20241013,666,4,19,60,412.43,0.0,24745.8
113044,20251227,37,4,116,66,412.43,0.0,27220.38
113045,20240618,651,4,227,80,412.43,0.0,32994.4
113046,20250315,66,3,325,77,412.43,3175.71,28581.4
113047,20250623,1408,3,428,94,412.43,0.0,38768.42
113048,20240731,1055,1,487,6,412.43,0.0,2474.58
113049,20250901,402,3,150,25,412.43,0.0,10310.75
113050,20240927,203,1,457,45,412.43,0.0,18559.35
113051,20240426,1024,1,12,73,412.43,0.0,30107.39
113052,20230601,1296,4,314,13,412.43,0.0,5361.59
113053,20240401,954,3,238,60,412.43,0.0,24745.8
113054,20250411,1270,1,235,26,412.43,0.0,10723.18
113055,20251106,376,2,55,1,412.43,41.24,371.19
113056,20231104,506,3,398,38,412.43,1567.23,14105.11
113057,20240205,1200,4,299,99,412.43,0.0,40830.57
113058,20230724,982,4,171,20,412.43,824.86,7423.740000000001
113059,20250208,676,3,493,28,412.43,0.0,11548.04
113060,20251206,1288,2,177,13,412.43,0.0,5361.59
113061,20241215,1060,2,433,69,412.43,0.0,28457.670000000002
113062,20241129,1131,3,461,81,412.43,3340.68,30066.15
113063,20241005,25,4,100,54,412.43,0.0,22271.22
113064,20230509,424,2,435,26,412.43,0.0,10723.18
113065,20250405,1405,3,137,9,412.43,0.0,3711.87
113066,20241117,999,3,498,82,412.43,0.0,33819.26
113067,20241228,683,4,153,4,412.43,0.0,1649.72
113068,20251017,1179,3,360,33,412.43,0.0,13610.19
113069,20250613,489,4,313,32,412.43,0.0,13197.76
113070,20250609,422,2,493,38,412.43,0.0,15672.34
113071,20251111,1489,3,307,18,412.43,742.37,6681.37
113072,20251225,109,3,107,25,412.43,0.0,10310.75
113073,20241101,1446,4,337,69,412.43,0.0,28457.670000000002
113074,20230603,632,2,15,96,412.43,3959.33,35633.95
113075,20240623,1472,4,72,32,412.43,0.0,13197.76
113076,20250617,729,4,130,97,412.43,0.0,40005.71
113077,20230214,1169,3,5,61,412.43,0.0,25158.23
113078,20230328,853,4,304,17,412.43,701.13,6310.18
113079,20230411,335,4,2,33,412.43,0.0,13610.19
113080,20250407,629,2,129,21,412.43,0.0,8661.03
113081,20240807,536,1,467,84,412.43,3464.41,31179.710000000003
113082,20240227,448,4,331,42,412.43,0.0,17322.06
113083,20230530,117,1,333,2,412.43,0.0,824.86
113084,20250409,1005,3,191,15,412.43,0.0,6186.45
113085,20231224,1087,2,235,41,412.43,1690.96,15218.670000000002
113086,20231115,742,3,332,33,412.43,1361.02,12249.17
113087,20241222,488,4,106,60,412.43,0.0,24745.8
113088,20241010,1174,1,367,6,412.43,247.46,2227.12
113089,20240216,618,4,112,93,412.43,0.0,38355.99
113090,20241215,181,1,78,6,412.43,0.0,2474.58
113091,20231120,330,2,224,91,412.43,3753.11,33778.02
113092,20250626,1292,3,355,99,412.43,4083.06,36747.51
113093,20231014,1480,2,412,9,412.43,371.19,3340.68
113094,20230729,1128,3,205,83,412.43,3423.17,30808.520000000004
113095,20250611,1405,4,363,26,412.43,1072.32,9650.86
113096,20250306,790,4,377,82,412.43,0.0,33819.26
113097,20230824,1191,4,219,16,412.43,0.0,6598.88
113098,20230612,559,1,236,47,412.43,0.0,19384.21
113099,20250812,1040,2,318,20,412.43,824.86,7423.740000000001
113100,20250604,496,4,442,31,412.43,0.0,12785.33
113101,20231228,34,3,289,72,412.43,0.0,29694.96
113102,20241226,720,2,481,87,412.43,3588.14,32293.270000000004
113103,20230621,974,3,233,92,412.43,0.0,37943.56
113104,20240814,966,3,38,40,412.43,0.0,16497.2
113105,20230131,567,3,265,19,412.43,0.0,7836.17
113106,20240329,888,3,474,50,412.43,0.0,20621.5
113107,20230422,1394,1,69,76,412.43,0.0,31344.68
113108,20240711,74,3,162,16,412.43,0.0,6598.88
113109,20240509,623,4,181,79,412.43,0.0,32581.97
113110,20240605,1266,2,131,17,412.43,0.0,7011.31
113111,20230312,457,3,477,68,412.43,2804.52,25240.72
113112,20240215,240,3,274,84,412.43,0.0,34644.12
113113,20250511,1424,4,286,10,412.43,0.0,4124.3
113114,20240227,1154,3,249,70,412.43,0.0,28870.100000000002
113115,20250316,671,4,320,94,412.43,3876.84,34891.58
113116,20240228,1087,3,399,28,412.43,0.0,11548.04
113117,20240510,1071,4,462,64,412.43,0.0,26395.52
113118,20241015,1279,1,43,66,412.43,0.0,27220.38
113119,20251130,531,3,488,48,412.43,1979.66,17816.98
113120,20230603,1035,3,68,9,412.43,371.19,3340.68
113121,20230222,377,3,345,93,412.43,0.0,38355.99
113122,20241122,223,4,84,39,412.43,0.0,16084.77
113123,20251128,74,1,344,98,412.43,0.0,40418.14
113124,20251225,134,3,382,65,412.43,0.0,26807.95
113125,20240720,306,4,151,31,412.43,0.0,12785.33
113126,20240703,1274,4,493,75,412.43,0.0,30932.25
113127,20241217,541,4,64,84,412.43,0.0,34644.12
113128,20241007,277,3,25,77,412.43,3175.71,28581.4
113129,20241210,1193,2,148,63,412.43,0.0,25983.09
113130,20250921,837,3,256,2,412.43,0.0,824.86
113131,20250428,1221,2,78,86,412.43,0.0,35468.98
113132,20240803,600,3,444,89,412.43,0.0,36706.270000000004
113133,20240626,1359,4,290,46,412.43,0.0,18971.78
113134,20241214,440,1,225,23,412.43,0.0,9485.89
113135,20240618,796,3,209,79,412.43,0.0,32581.97
113136,20240621,1186,3,174,94,412.43,0.0,38768.42
113137,20230127,56,2,122,4,412.43,0.0,1649.72
113138,20230814,183,4,407,41,412.43,1690.96,15218.670000000002
113139,20240725,940,3,144,58,412.43,0.0,23920.94
113140,20250726,1440,4,370,63,412.43,0.0,25983.09
113141,20231126,1238,1,94,57,412.43,0.0,23508.510000000002
113142,20240830,1053,3,392,91,412.43,0.0,37531.13
113143,20240119,1027,1,37,60,412.43,0.0,24745.8
113144,20230529,325,1,130,13,412.43,0.0,5361.59
113145,20251205,1010,1,68,40,412.43,0.0,16497.2
113146,20250829,779,3,278,78,412.43,0.0,32169.54
113147,20230427,176,4,131,14,412.43,0.0,5774.02
113148,20250323,617,4,312,24,412.43,989.83,8908.49
113149,20240124,1336,3,92,39,412.43,0.0,16084.77
113150,20251228,949,3,374,24,412.43,0.0,9898.32
113151,20231212,1178,3,183,3,412.43,0.0,1237.29
113152,20231023,393,2,46,18,412.43,0.0,7423.74
113153,20241019,1388,3,396,80,412.43,0.0,32994.4
113154,20250808,358,3,207,89,412.43,0.0,36706.270000000004
113155,20230903,1080,3,442,98,412.43,0.0,40418.14
113156,20250308,1308,1,284,55,412.43,0.0,22683.65
113157,20230403,1213,1,413,71,412.43,2928.25,26354.28
113158,20251104,1040,3,417,82,412.43,0.0,33819.26
113159,20230430,187,2,251,60,412.43,0.0,24745.8
113160,20251101,746,3,165,64,412.43,0.0,26395.52
113161,20240727,1200,2,188,90,412.43,0.0,37118.7
113162,20240609,273,3,371,91,412.43,0.0,37531.13
113163,20251214,495,1,372,99,412.43,0.0,40830.57
113164,20251225,607,4,101,25,412.43,1031.08,9279.67
113165,20241221,1467,3,321,53,412.43,0.0,21858.79
113166,20230625,216,2,242,85,412.43,3505.66,31550.890000000003
113167,20240813,1317,1,62,90,412.43,0.0,37118.7
113168,20240907,113,2,500,66,412.43,2722.04,24498.34
113169,20240821,30,3,22,92,412.43,0.0,37943.56
113170,20241020,338,4,138,17,412.43,0.0,7011.31
113171,20230130,1243,3,443,39,412.43,0.0,16084.77
113172,20250311,1424,3,88,24,412.43,0.0,9898.32
113173,20250312,980,3,278,93,412.43,3835.6,34520.39
113174,20230611,1071,3,159,17,412.43,701.13,6310.18
113175,20241021,917,4,402,75,412.43,0.0,30932.25
113176,20241019,41,4,120,17,412.43,0.0,7011.31
113177,20250125,1277,4,188,99,412.43,0.0,40830.57
113178,20230505,353,1,205,10,412.43,0.0,4124.3
113179,20241206,624,4,223,39,412.43,1608.48,14476.29
